 # L =          100
     # Time          E          M
        3870      -10188         640
        3880      -10036         572
        3890      -10496         488
        3900      -10288         208
        3910      -10224         196
        3920       -9748         152
        3930       -9844         246
        3940      -10256         290
        3950      -10308         596
        3960      -10728         402
        3970      -10560         692
        3980      -10464         352
        3990      -10408         504
        4000      -10160         310
        4010       -9980         240
        4020      -10300          -6
        4030      -10192         -38
        4040      -10300          -2
        4050      -10432         336
        4060      -10348        -142
        4070      -10248           0
        4080      -10288        -468
        4090      -10488        -348
        4100      -10472        -230
        4110      -10788          -4
        4120      -10464          14
        4130      -10292         176
        4140      -10216         302
        4150       -9908         308
        4160      -10052          76
        4170       -9888         -46
        4180      -10228        -106
        4190      -10044        -374
        4200      -10268        -684
        4210      -10324        -700
        4220      -10184       -1060
        4230      -10228        -788
        4240      -10412       -1038
        4250      -10380        -704
        4260      -10296        -672
        4270      -10460        -722
        4280      -10304        -554
        4290      -10400        -436
        4300      -10424        -276
        4310      -10316         -62
        4320      -10192         148
        4330      -10396         244
        4340      -10028        -232
        4350      -10552        -236
        4360      -10580        -122
        4370      -10396        -102
        4380      -10744          -2
        4390      -10188        -444
        4400      -10040        -450
        4410      -10216        -772
        4420      -10332        -772
        4430       -9916        -480
        4440      -10064        -228
        4450      -10504        -438
        4460      -10616        -582
        4470      -10344        -892
        4480      -10244        -792
        4490      -10376        -768
        4500      -10488       -1186
        4510       -9908       -1010
        4520       -9992        -960
        4530      -10024        -914
        4540       -9856        -984
        4550      -10204       -1106
        4560      -10140        -856
        4570      -10240        -756
        4580      -10344       -1014
        4590      -10520        -776
        4600      -10532       -1024
        4610      -10068       -1128
        4620       -9904       -1110
        4630      -10120        -968
        4640      -10180        -706
        4650       -9980        -686
        4660      -10184        -470
        4670      -10388        -402
        4680      -10172        -270
        4690      -10136        -346
        4700       -9892        -486
        4710      -10252        -598
        4720       -9956        -400
        4730      -10300        -492
        4740       -9928        -616
        4750       -9628        -842
        4760      -10056        -752
        4770      -10068        -866
        4780      -10060        -670
        4790      -10344        -854
        4800      -10092        -692
        4810      -10152        -508
        4820      -10220         -86
        4830       -9724        -216
        4840      -10012        -306
        4850      -10260        -316
        4860      -10700        -286
        4870      -10612         172
        4880      -10524         196
        4890      -10432         -74
        4900      -10608        -190
        4910      -10560           0
        4920      -10384         184
        4930      -10304         384
        4940      -10476         464
        4950      -10404         336
        4960      -10688         332
        4970      -10136         460
        4980      -10188         332
        4990      -10536         274
        5000      -10656           6
        5010      -10260         -56
        5020      -10456         -98
        5030      -10552        -252
        5040      -10060        -282
        5050      -10244        -510
        5060      -10244         -86
        5070      -10072        -156
        5080      -10344         -44
        5090      -10156        -138
        5100      -10200         -54
        5110      -10380        -142
        5120      -10620        -152
        5130      -10268        -334
        5140      -10428        -344
        5150      -10780        -678
        5160      -10660        -334
        5170      -10460         -92
        5180      -10040         120
        5190      -10192         -14
        5200      -10204        -182
        5210       -9748        -304
        5220       -9896        -378
        5230       -9988        -502
        5240      -10468        -440
        5250      -10280        -430
        5260      -10208        -364
        5270      -10364        -312
        5280      -10192         -42
        5290      -10708        -130
        5300      -10044         -58
        5310      -10444          36
        5320      -10280          92
        5330      -10644         190
        5340      -10268        -144
        5350      -10440        -304
        5360      -10228        -310
        5370      -10296        -364
        5380       -9956        -478
        5390       -9760        -476
        5400      -10100        -576
        5410      -10356        -688
        5420      -10104        -662
        5430      -10276        -576
        5440      -10196        -748
        5450      -10200        -990
        5460      -10376       -1162
        5470      -10400       -1158
        5480      -10052        -840
        5490      -10248        -732
        5500      -10088        -706
        5510      -10400        -618
        5520      -10408        -744
        5530      -10092        -612
        5540      -10336        -894
        5550      -10184        -794
        5560      -10288       -1024
        5570      -10116       -1064
        5580      -10324        -846
        5590       -9912        -544
        5600       -9960        -546
        5610      -10568        -296
        5620      -10636        -466
        5630      -10084        -180
        5640      -10508        -190
        5650      -10216        -170
        5660      -10192        -440
        5670       -9872        -244
        5680      -10032        -220
        5690      -10032          -2
        5700      -10164         300
        5710      -10184         286
        5720      -10012         378
        5730      -10216         426
        5740      -10388        -142
        5750      -10280         -72
        5760       -9992        -412
        5770      -10252        -192
        5780      -10096         -36
        5790      -10360         146
        5800      -10364         336
        5810      -10380         410
        5820      -10220         508
        5830      -10680        1114
        5840      -10196         984
        5850      -10108         488
        5860      -10396         176
        5870      -10612         218
        5880      -10392         128
        5890      -10644         116
        5900      -10308        -382
        5910      -10628        -224
        5920      -10892          22
        5930      -10872          66
        5940      -10420         -66
        5950      -10468        -174
        5960      -10292        -248
        5970      -10180        -426
        5980      -10272        -272
        5990      -10012         224
        6000      -10112         -10
        6010      -10156        -112
        6020       -9992        -392
        6030       -9924        -168
        6040       -9960         -26
        6050       -9900          98
        6060      -10284        -492
        6070      -10268         -94
        6080      -10288         128
        6090      -10184          78
        6100      -10208          10
        6110      -10320         132
        6120       -9972         316
        6130       -9780         464
        6140      -10048         404
        6150      -10172         306
        6160      -10084        -124
        6170      -10276          96
        6180      -10388         218
        6190      -10480         344
        6200      -10076         158
        6210      -10340         154
        6220      -10040         398
        6230      -10492         452
        6240      -10284         342
        6250      -10088         352
        6260      -10392         684
        6270      -10356         400
        6280      -10188         444
        6290      -10364         -54
        6300      -10252        -194
        6310      -10380          40
        6320      -10372          16
        6330      -10152          42
        6340      -10220          96
        6350      -10200         222
        6360      -10260         248
        6370      -10344         320
        6380      -10408         178
        6390      -10604        -128
        6400      -10260         -40
        6410      -10192         194
        6420       -9976         270
        6430      -10128         410
        6440      -10072         662
        6450      -10060         190
        6460      -10564        -174
        6470      -10464          -4
        6480      -10392         -64
        6490      -10168        -134
        6500       -9996         122
        6510      -10388          62
        6520      -10636         248
        6530      -10064         458
        6540      -10268         574
        6550      -10156         908
        6560      -10292        1056
        6570      -10556         948
        6580      -10144         582
        6590      -10624         492
        6600      -10332         292
        6610      -10428         256
        6620      -10372         138
        6630      -10112         344
        6640      -10484         422
        6650      -10524         136
        6660      -10152         184
        6670      -10412         244
        6680      -10148         128
        6690      -10360         272
        6700      -10372         508
        6710      -10132         524
        6720      -10676         356
        6730      -10352         460
        6740      -10236         -96
        6750      -10072         112
        6760      -10436          70
        6770      -10080         -84
        6780      -10160         196
        6790      -10040         -24
        6800       -9944         160
        6810      -10028         142
        6820      -10376          44
        6830      -10360          82
        6840      -10164         498
        6850      -10276         408
        6860      -10324         106
        6870      -10228         364
        6880       -9868         370
        6890       -9512         634
        6900       -9820         286
        6910       -9864         490
        6920       -9916         294
        6930      -10132          28
        6940      -10276         -48
        6950      -10036          38
        6960      -10008         240
        6970      -10228         138
        6980      -10436         246
        6990      -10092         146
        7000       -9936        -122
        7010      -10224         370
        7020      -10112         286
        7030      -10176         132
        7040      -10344         278
        7050      -10496         672
        7060      -10204         524
        7070      -10312         392
        7080      -10180         422
        7090       -9856         338
        7100      -10184         336
        7110      -10568         306
        7120       -9956         314
        7130      -10144         222
        7140      -10348         170
        7150      -10204        -110
        7160      -10456        -108
        7170      -10224         290
        7180      -10136         240
        7190      -10248         298
        7200       -9920         186
        7210      -10100         300
        7220      -10212          70
        7230      -10152         316
        7240       -9964         126
        7250      -10284          94
        7260      -10064         120
        7270      -10152         -42
        7280       -9940        -316
        7290      -10148        -148
        7300       -9988        -360
        7310       -9844        -426
        7320      -10176        -376
        7330       -9832        -692
        7340      -10032        -568
        7350      -10276        -560
        7360      -10196        -354
        7370      -10692        -718
        7380      -10468        -494
        7390      -10592        -460
        7400      -10092          28
        7410      -10372         240
        7420      -10452         452
        7430      -10228         480
        7440      -10192         454
        7450      -10116         272
        7460      -10072         618
        7470      -10784         744
        7480      -10044         850
        7490      -10092         700
        7500      -10192         550
        7510      -10292         360
        7520      -10368         620
        7530      -10352         568
        7540      -10252         678
        7550      -10244         628
        7560      -10728         832
        7570      -10092         588
        7580      -10156         584
        7590      -10480         692
        7600      -10400         620
        7610      -10472         322
        7620      -10424          78
        7630      -11040         242
        7640      -10400         234
        7650      -10184         -34
        7660      -10384         -18
        7670      -10328         -52
        7680      -10108        -140
        7690      -10136        -124
        7700      -10208         110
        7710      -10108         450
        7720      -10040         716
        7730      -10604         344
        7740      -10228         408
        7750      -10148         440
        7760      -10476         332
        7770      -10432         208
        7780      -10168         452
        7790      -10516         304
        7800      -10212         144
        7810      -10140         116
        7820      -10556          70
        7830      -10304         116
        7840      -10364         228
        7850      -10252          94
        7860      -10208        -120
        7870      -10144        -108
        7880      -10200           4
        7890      -10336          38
        7900       -9892         -54
        7910       -9968          96
        7920       -9776         172
        7930      -10564        -254
        7940      -10596        -238
        7950      -10732        -362
        7960      -10672        -916
        7970      -10924        -932
        7980      -10804        -804
        7990      -10536        -532
        8000      -10656        -550
        8010      -10428        -730
        8020      -10620        -626
        8030      -10292        -668
        8040      -10148        -848
        8050      -10280        -804
        8060      -10036        -744
        8070      -10328        -644
        8080      -10636        -704
        8090      -10800        -626
        8100      -10632        -554
        8110      -10264        -432
        8120      -10436        -650
        8130      -10044        -532
        8140      -10024        -718
        8150      -10220        -218
        8160      -10416        -314
        8170      -10092        -354
        8180      -10300        -450
        8190       -9788        -374
        8200       -9940        -318
        8210      -10124        -294
        8220      -10320        -454
        8230      -10092        -620
        8240       -9936        -430
        8250      -10460        -588
        8260      -10300        -684
        8270      -10476        -438
        8280      -10312        -194
        8290      -10280        -348
        8300      -10160         -12
        8310      -10372        -212
        8320      -10484        -338
        8330      -10176        -216
        8340      -10284        -190
        8350      -10752        -120
        8360      -10600        -500
        8370       -9944        -330
        8380      -10392        -148
        8390       -9808        -416
        8400      -10180        -724
        8410      -10060        -836
        8420      -10020        -816
        8430      -10176        -940
        8440       -9896        -878
        8450      -10376       -1092
        8460       -9952        -884
        8470      -10328       -1012
        8480      -10584        -790
        8490      -10208        -734
        8500      -10176        -700
        8510      -10372        -754
        8520      -10428        -824
        8530      -10240        -516
        8540       -9740        -552
        8550       -9888        -346
        8560      -10176        -586
        8570      -10668        -730
        8580      -10012        -630
        8590      -10648        -492
        8600      -10636        -534
        8610      -10312        -808
        8620      -10080        -888
        8630      -10384        -840
        8640      -10396        -504
        8650       -9980        -476
        8660      -10216        -946
        8670       -9808        -914
        8680      -10220        -654
        8690      -10164        -350
        8700      -10224        -512
        8710      -10204        -346
        8720      -10384        -350
        8730      -10484        -436
        8740      -10088        -482
        8750      -10484        -150
        8760      -10740        -140
        8770      -10288        -160
        8780      -10464        -192
        8790      -10276        -158
        8800      -10188         -82
        8810      -10428        -108
        8820      -10224          92
        8830      -10304         152
        8840      -10508         578
        8850      -10392         538
        8860      -10612         306
        8870      -10356         248
        8880      -10376        -194
        8890      -10748         -68
        8900      -10600          -4
        8910      -10408         412
        8920      -10788         382
        8930      -10492         520
        8940      -10476         112
        8950      -10076          68
        8960       -9880         134
        8970      -10116         348
        8980      -10028         452
        8990      -10176         908
        9000      -10328         780
        9010      -10360         826
        9020      -10056         942
        9030      -10356        1018
        9040      -10132        1150
        9050      -10192         732
        9060      -10472         712
        9070      -10304         864
        9080      -10488         680
        9090      -10384         826
        9100      -10644        1156
        9110      -10304        1352
        9120      -10236        1420
        9130      -10452        1238
        9140      -10660        1356
        9150      -10424        1296
        9160      -10224        1518
        9170      -10200        1302
        9180      -10508         718
        9190      -10324         610
        9200      -10156         624
        9210      -10268        1038
        9220      -10088         974
        9230      -10072        1214
        9240      -10488        1318
        9250      -10604        1238
        9260      -10492        1180
        9270      -10244         866
        9280      -10432         630
        9290      -10492         706
        9300      -10508         740
        9310      -10112         946
        9320      -10036         764
        9330       -9936         472
        9340      -10224         126
        9350       -9772        -218
        9360      -10164        -488
        9370      -10340        -586
        9380       -9952        -310
        9390      -10024        -492
        9400      -10080        -446
        9410      -10196        -578
        9420      -10296        -824
        9430      -10412       -1080
        9440      -10656        -866
        9450      -10140        -540
        9460      -10568        -272
        9470      -10716        -616
        9480      -10412        -716
        9490      -10024        -726
        9500       -9856        -530
        9510      -10092        -334
        9520       -9928         -78
        9530      -10084        -134
        9540      -10432        -108
        9550      -10400          78
        9560      -10800        -206
        9570      -10432        -134
        9580      -10728        -190
        9590      -10344        -290
        9600      -10148           4
        9610      -10024         128
        9620      -10324        -102
        9630      -10320          64
        9640      -10396         168
        9650      -10288         366
        9660      -10556         -38
        9670      -10440          52
        9680      -10444        -198
        9690      -10480        -644
        9700      -10596        -884
        9710      -10264        -760
        9720      -10732        -746
        9730       -9944        -410
        9740      -10584        -556
        9750      -10360        -416
        9760      -10604        -508
        9770      -10252        -300
        9780      -10264         -72
        9790      -10344         -28
        9800      -10204         282
        9810      -10288         466
        9820      -10312         224
        9830      -10544         330
        9840      -10428         408
        9850      -10048         304
        9860      -10544         498
        9870      -10404         472
        9880      -10268         464
        9890      -10176         298
        9900       -9660         274
        9910      -10204         302
        9920       -9940         864
        9930      -10032         754
        9940      -10020         798
        9950      -10140         808
        9960      -10676        1042
        9970      -10552        1088
        9980      -10564         848
        9990      -10692         738
       10000      -10400         672
       10010      -10224         852
       10020       -9900         692
       10030      -10368         504
       10040      -10288         732
       10050      -10120         522
       10060      -10332         686
       10070      -10356         266
       10080      -10500         438
       10090      -10628         408
       10100      -10424         202
       10110      -10044         562
       10120      -10288         622
       10130       -9968         212
       10140      -10388         -44
       10150      -10180        -170
       10160      -10372        -352
       10170      -10472        -744
       10180      -10260        -762
       10190      -10072        -828
       10200      -10400        -578
       10210      -10108        -494
       10220      -10100        -608
       10230       -9940        -626
       10240      -10160        -546
       10250      -10200        -750
       10260      -10264        -862
       10270       -9840        -554
       10280      -10060        -284
       10290      -10252        -130
       10300       -9880          18
       10310      -10296          98
       10320      -10116          34
       10330      -10292         244
       10340      -10204         266
       10350      -10512         264
       10360      -10308         320
       10370      -10356         260
       10380      -10232          64
       10390      -10344        -106
       10400      -10384          70
       10410      -10228         162
       10420      -10312         126
       10430      -10392         310
       10440      -10416         232
       10450      -10052         300
       10460       -9948         372
       10470       -9792         240
       10480      -10372         332
       10490      -10164          98
       10500      -10252         378
       10510      -10248          32
       10520      -10096         -70
       10530       -9992         -84
       10540      -10392         228
       10550      -10264         130
       10560      -10512         -22
       10570      -10488         232
       10580      -10088         230
       10590      -10192         408
       10600      -10304         330
       10610      -10284         208
       10620      -10372         -62
       10630      -10380          82
       10640      -10328        -340
       10650      -10272         -80
       10660      -10576        -276
       10670      -10212        -394
       10680       -9984        -104
       10690      -10196        -402
       10700      -10268        -128
       10710      -10516        -104
       10720      -10172        -132
       10730       -9892        -132
       10740       -9984         -82
       10750      -10128        -382
       10760       -9752        -562
       10770      -10096        -622
       10780      -10192        -702
       10790      -10396        -646
       10800      -10504        -862
       10810      -10260        -848
       10820      -10292        -588
       10830      -10276        -482
       10840       -9872        -688
       10850      -10004        -744
       10860       -9780        -428
       10870      -10000        -570
       10880       -9892        -514
       10890      -10096        -484
       10900      -10080        -368
       10910      -10464        -366
       10920      -10276        -434
       10930      -10576        -720
       10940      -10044        -784
       10950      -10608        -592
       10960      -10452        -696
       10970      -10448        -858
       10980      -10156       -1004
       10990      -10244        -740
       11000      -10368        -672
       11010      -10176        -674
       11020      -10484        -338
       11030      -10420        -272
       11040      -10240        -396
       11050      -10200        -166
       11060      -10408        -242
       11070      -10100        -188
       11080      -10048        -146
       11090      -10056        -156
       11100      -10424        -300
       11110      -10144        -518
       11120      -10032        -692
       11130      -10536        -426
       11140       -9960        -172
       11150      -10316        -238
       11160      -10232        -366
       11170      -10096        -376
       11180       -9828        -580
       11190      -10008        -720
       11200      -10052        -574
       11210      -10840        -712
       11220      -10424        -990
       11230      -10340        -902
       11240      -10352        -954
       11250      -10336        -920
       11260      -10352        -776
       11270       -9964       -1044
       11280       -9908        -964
       11290      -10176        -780
       11300      -10448        -846
       11310      -10588        -700
       11320      -10144        -794
       11330      -10180        -664
       11340       -9796        -648
       11350      -10340        -438
       11360      -10256         -50
       11370      -10072         -10
       11380      -10176        -300
       11390      -10332        -296
       11400      -10200        -242
       11410      -10144          36
       11420      -10348         -28
       11430      -10056         -20
       11440      -10136          90
       11450      -10384         100
       11460      -10140          98
       11470      -10452          84
       11480      -10168         148
       11490      -10180        -336
       11500      -10312        -232
       11510      -10392        -290
       11520      -10180        -542
       11530      -10484        -600
       11540      -10136        -314
       11550      -10384        -384
       11560      -10296        -276
       11570      -10208        -140
       11580      -10372        -214
       11590      -10544          76
       11600      -10172          62
       11610      -10260          10
       11620      -10256         446
       11630      -10324         262
       11640      -10140         196
       11650      -10064         150
       11660      -10292         222
       11670      -10300         392
       11680      -10152         764
       11690      -10124         828
       11700      -10092        1092
       11710      -10212         726
       11720      -10320         334
       11730      -10024         370
       11740      -10284         386
       11750      -10064         296
       11760      -10384         324
       11770      -10688         232
       11780      -10692         378
       11790      -10124         276
       11800      -10436         362
       11810      -10404         614
       11820      -10116         232
       11830      -10268          16
       11840      -10496         166
       11850      -10444         378
       11860      -10524         522
       11870      -10640         540
       11880      -10140         538
       11890      -10172         340
       11900      -10372         414
       11910      -10660         342
       11920      -10316          28
       11930      -10480          96
       11940      -10456         444
       11950      -10404         518
       11960      -10616         684
       11970      -10644         602
       11980      -10636         396
       11990      -10428         490
       12000      -10208         242
       12010      -10128         326
       12020      -10132          -2
       12030      -10276         112
       12040      -10292         230
       12050      -10100          12
       12060      -10400         -22
       12070      -10168        -390
       12080      -10464        -344
       12090      -10504        -212
       12100      -10584        -416
       12110      -10580        -480
       12120      -10380        -850
       12130      -10436       -1104
       12140      -10652       -1018
       12150      -10436        -816
       12160      -10312        -442
       12170      -10376        -750
