 # L =          100
     # Time          E          M
       34970      -17408        9076
       34980      -17280        9058
       34990      -17288        9026
       35000      -17548        9110
       35010      -17308        9036
       35020      -17284        8990
       35030      -17716        9166
       35040      -17552        9110
       35050      -17216        9004
       35060      -17532        9112
       35070      -17396        9080
       35080      -17316        9058
       35090      -17628        9188
       35100      -17508        9138
       35110      -17572        9136
       35120      -17684        9222
       35130      -17680        9214
       35140      -17560        9184
       35150      -17212        9010
       35160      -17472        9170
       35170      -17740        9240
       35180      -17476        9120
       35190      -17444        9098
       35200      -17348        9028
       35210      -17304        9076
       35220      -17160        9016
       35230      -17296        9034
       35240      -17252        9014
       35250      -17440        9150
       35260      -17560        9152
       35270      -17400        9124
       35280      -17680        9248
       35290      -17680        9272
       35300      -17400        9162
       35310      -17692        9290
       35320      -17732        9274
       35330      -17496        9156
       35340      -17596        9178
       35350      -17480        9162
       35360      -17428        9134
       35370      -17628        9222
       35380      -17668        9212
       35390      -17560        9186
       35400      -17508        9190
       35410      -17744        9278
       35420      -17404        9108
       35430      -17568        9186
       35440      -17384        9126
       35450      -17488        9136
       35460      -17384        9096
       35470      -17612        9208
       35480      -17776        9236
       35490      -17328        9090
       35500      -17440        9116
       35510      -17512        9126
       35520      -17576        9122
       35530      -17364        9104
       35540      -17320        9068
       35550      -17648        9176
       35560      -17436        9126
       35570      -17524        9166
       35580      -17540        9152
       35590      -17428        9076
       35600      -17316        9054
       35610      -17228        9018
       35620      -17468        9078
       35630      -17332        9034
       35640      -17296        9036
       35650      -17672        9164
       35660      -17680        9180
       35670      -17572        9146
       35680      -17384        9118
       35690      -17368        9080
       35700      -17136        8996
       35710      -17296        9054
       35720      -17516        9112
       35730      -17608        9190
       35740      -17716        9268
       35750      -17652        9218
       35760      -17120        9034
       35770      -17804        9262
       35780      -17512        9150
       35790      -17500        9232
       35800      -17448        9182
       35810      -17348        9114
       35820      -17608        9176
       35830      -17336        9040
       35840      -17280        9030
       35850      -17420        9056
       35860      -17280        8974
       35870      -17108        8906
       35880      -17256        9026
       35890      -17604        9138
       35900      -17624        9168
       35910      -17500        9118
       35920      -17472        9074
       35930      -17300        8994
       35940      -17272        8980
       35950      -17360        9066
       35960      -17676        9168
       35970      -17460        9114
       35980      -17260        9064
       35990      -17580        9190
       36000      -17696        9240
       36010      -17356        9106
       36020      -17784        9230
       36030      -17144        8934
       36040      -17296        8958
       36050      -17048        8878
       36060      -17184        8872
       36070      -17300        8910
       36080      -17384        9024
       36090      -17364        9030
       36100      -17408        9052
       36110      -17472        9064
       36120      -17532        9128
       36130      -17556        9142
       36140      -17412        9060
       36150      -17600        9184
       36160      -17508        9108
       36170      -17432        9108
       36180      -17420        9086
       36190      -17492        9090
       36200      -17376        9104
       36210      -17484        9080
       36220      -17576        9088
       36230      -17320        8942
       36240      -17400        8962
       36250      -17212        8952
       36260      -17252        8948
       36270      -17228        8874
       36280      -17116        8850
       36290      -17100        8914
       36300      -17512        9114
       36310      -17428        9086
       36320      -16952        8868
       36330      -17044        8866
       36340      -17308        8946
       36350      -17232        8892
       36360      -17000        8828
       36370      -17276        9012
       36380      -17248        8944
       36390      -17236        8984
       36400      -17316        9016
       36410      -17560        9114
       36420      -17512        9104
       36430      -17420        9126
       36440      -17368        9100
       36450      -17572        9188
       36460      -17412        9098
       36470      -17704        9216
       36480      -17500        9148
       36490      -17616        9236
       36500      -17624        9186
       36510      -17316        9088
       36520      -17600        9168
       36530      -17428        9126
       36540      -17524        9196
       36550      -17788        9242
       36560      -17724        9246
       36570      -17396        9140
       36580      -17484        9126
       36590      -17360        9136
       36600      -17464        9138
       36610      -17144        9002
       36620      -17516        9134
       36630      -17420        9078
       36640      -17236        9074
       36650      -17556        9160
       36660      -17380        9118
       36670      -17436        9166
       36680      -17608        9222
       36690      -17484        9168
       36700      -17696        9242
       36710      -17644        9216
       36720      -17272        9092
       36730      -17388        9154
       36740      -17428        9112
       36750      -17496        9126
       36760      -16912        8878
       36770      -17228        9002
       36780      -17348        9078
       36790      -17472        9092
       36800      -17500        9110
       36810      -17600        9178
       36820      -17288        9092
       36830      -17412        9156
       36840      -17736        9272
       36850      -17564        9156
       36860      -17536        9106
       36870      -17588        9174
       36880      -17340        9062
       36890      -17440        9098
       36900      -17676        9288
       36910      -17336        9144
       36920      -17796        9286
       36930      -17708        9256
       36940      -17368        9108
       36950      -17436        9108
       36960      -17656        9212
       36970      -17728        9248
       36980      -17700        9230
       36990      -17516        9110
       37000      -17460        9080
       37010      -17120        8966
       37020      -17260        9000
       37030      -17416        9050
       37040      -17372        9066
       37050      -17500        9124
       37060      -17344        9038
       37070      -17332        9020
       37080      -17396        9056
       37090      -17384        9046
       37100      -17488        9106
       37110      -17684        9140
       37120      -17644        9106
       37130      -17460        9036
       37140      -17124        8840
       37150      -17160        8858
       37160      -17324        8894
       37170      -17276        8900
       37180      -17328        8930
       37190      -17176        8846
       37200      -17372        8926
       37210      -16908        8812
       37220      -17092        8822
       37230      -17172        8910
       37240      -17248        8910
       37250      -16952        8854
       37260      -17280        8922
       37270      -17488        9038
       37280      -17204        8966
       37290      -17464        9022
       37300      -17292        8982
       37310      -17188        8960
       37320      -17220        9038
       37330      -17328        9056
       37340      -17116        8938
       37350      -17156        8968
       37360      -17176        9014
       37370      -17452        9146
       37380      -17556        9182
       37390      -17608        9226
       37400      -17492        9124
       37410      -17408        9116
       37420      -17640        9242
       37430      -17480        9164
       37440      -17784        9250
       37450      -17712        9194
       37460      -17364        9082
       37470      -17468        9084
       37480      -17392        9108
       37490      -17624        9168
       37500      -17460        9160
       37510      -17852        9314
       37520      -17648        9254
       37530      -17824        9278
       37540      -17604        9200
       37550      -17388        9130
       37560      -17512        9202
       37570      -17812        9264
       37580      -17336        9090
       37590      -17676        9184
       37600      -17288        9042
       37610      -17524        9142
       37620      -17616        9192
       37630      -17368        9116
       37640      -17428        9062
       37650      -17340        9046
       37660      -17272        8990
       37670      -17344        9090
       37680      -17256        9020
       37690      -17364        9074
       37700      -17308        9046
       37710      -17436        9068
       37720      -17420        9102
       37730      -17612        9156
       37740      -17396        9044
       37750      -17172        8952
       37760      -17396        9026
       37770      -17176        8980
       37780      -17148        8916
       37790      -17292        8938
       37800      -17412        8968
       37810      -17584        9082
       37820      -17180        8916
       37830      -17492        9070
       37840      -17308        9036
       37850      -17472        9070
       37860      -17584        9152
       37870      -17568        9124
       37880      -17264        9030
       37890      -17544        9162
       37900      -17436        9072
       37910      -17576        9106
       37920      -17496        9086
       37930      -17432        9040
       37940      -17304        8974
       37950      -17424        9032
       37960      -17100        8938
       37970      -17448        9058
       37980      -17544        9144
       37990      -17708        9268
       38000      -17388        9124
       38010      -17256        9006
       38020      -17264        8910
       38030      -17276        8984
       38040      -17692        9162
       38050      -17480        9146
       38060      -17252        9032
       38070      -17488        9086
       38080      -17288        9014
       38090      -17552        9076
       38100      -17332        9058
       38110      -17184        9036
       38120      -17364        9086
       38130      -17416        9120
       38140      -17628        9176
       38150      -17564        9132
       38160      -17332        9060
       38170      -17156        8962
       38180      -17500        9078
       38190      -17360        9042
       38200      -17232        8966
       38210      -17536        9068
       38220      -17536        9044
       38230      -17444        9048
       38240      -17276        8948
       38250      -17192        8972
       38260      -17368        9112
       38270      -17316        9068
       38280      -17392        9154
       38290      -17296        9126
       38300      -17504        9160
       38310      -17552        9180
       38320      -17388        9126
       38330      -17328        9098
       38340      -17520        9142
       38350      -17400        9096
       38360      -17308        9018
       38370      -17444        9070
       38380      -17380        9066
       38390      -17464        9142
       38400      -17528        9172
       38410      -17508        9178
       38420      -17304        9076
       38430      -17476        9142
       38440      -17812        9298
       38450      -17572        9224
       38460      -17332        9110
       38470      -17608        9170
       38480      -17284        9002
       38490      -17596        9110
       38500      -17484        9100
       38510      -17304        9026
       38520      -17244        8972
       38530      -17332        9004
       38540      -17228        8990
       38550      -17148        8918
       38560      -17192        9004
       38570      -17336        9100
       38580      -17468        9162
       38590      -17532        9148
       38600      -17472        9106
       38610      -17752        9218
       38620      -17284        9074
       38630      -17488        9156
       38640      -17632        9178
       38650      -17272        9078
       38660      -17500        9130
       38670      -17488        9094
       38680      -17580        9194
       38690      -17252        9076
       38700      -17576        9180
       38710      -17408        9094
       38720      -17556        9122
       38730      -17568        9112
       38740      -17364        9054
       38750      -17204        9040
       38760      -17448        9112
       38770      -17628        9176
       38780      -17460        9176
       38790      -17684        9244
       38800      -17688        9240
       38810      -17488        9150
       38820      -17420        9112
       38830      -17572        9162
       38840      -17492        9070
       38850      -17348        9078
       38860      -17472        9080
       38870      -17456        9116
       38880      -17504        9130
       38890      -17304        9028
       38900      -17452        9058
       38910      -17312        9012
       38920      -17340        9052
       38930      -17424        9078
       38940      -17336        9038
       38950      -17332        9044
       38960      -17412        9084
       38970      -17416        9082
       38980      -17264        9038
       38990      -17380        9084
       39000      -17668        9172
       39010      -17432        9150
       39020      -17416        9088
       39030      -17512        9130
       39040      -17200        9008
       39050      -17324        9032
       39060      -17144        8976
       39070      -17216        8980
       39080      -17188        8964
       39090      -17056        8898
       39100      -17416        9108
       39110      -17588        9206
       39120      -17444        9162
       39130      -17516        9144
       39140      -17452        9122
       39150      -17560        9154
       39160      -17444        9110
       39170      -17364        9048
       39180      -17368        9048
       39190      -17200        8958
       39200      -17456        9076
       39210      -17440        9090
       39220      -17336        9022
       39230      -17412        9088
       39240      -17252        8976
       39250      -17192        9004
       39260      -17388        9042
       39270      -17332        9002
       39280      -17436        9012
       39290      -17108        8940
       39300      -17448        9042
       39310      -17488        9124
       39320      -17560        9184
       39330      -17772        9216
       39340      -17732        9186
       39350      -17456        9152
       39360      -17520        9144
       39370      -17460        9112
       39380      -17516        9136
       39390      -17364        9060
       39400      -17380        9048
       39410      -17520        9126
       39420      -17512        9106
       39430      -17428        9110
       39440      -17408        9128
       39450      -17504        9152
       39460      -17668        9168
       39470      -17044        8984
       39480      -17448        9078
       39490      -17284        9088
       39500      -17564        9152
       39510      -17572        9176
       39520      -17304        9018
       39530      -17344        9062
       39540      -17528        9042
       39550      -17192        8924
       39560      -17376        9032
       39570      -17292        8958
       39580      -17296        8972
       39590      -17324        9014
       39600      -17536        9016
       39610      -17328        8948
       39620      -17236        8934
       39630      -17172        8930
       39640      -17288        8936
       39650      -17176        8958
       39660      -17324        9016
       39670      -17440        9122
       39680      -17332        9086
       39690      -17384        9110
       39700      -17476        9090
       39710      -17248        8960
       39720      -16812        8844
       39730      -17168        8950
       39740      -17152        8922
       39750      -17324        8928
       39760      -17236        8952
       39770      -17280        8966
       39780      -17156        8974
       39790      -17268        8992
       39800      -17268        9024
       39810      -17400        9050
       39820      -17336        9078
       39830      -17212        9034
       39840      -17300        9104
       39850      -17548        9188
       39860      -17760        9248
       39870      -17456        9090
       39880      -17480        9154
       39890      -17372        9114
       39900      -17380        9142
       39910      -17280        9070
       39920      -17564        9170
       39930      -17568        9158
       39940      -17256        8990
       39950      -17552        9068
       39960      -17200        8978
       39970      -17736        9168
       39980      -17344        9052
       39990      -17416        9086
       40000      -17544        9112
       40010      -17568        9148
       40020      -17328        9026
       40030      -17452        9072
       40040      -17512        9126
       40050      -17424        9132
       40060      -17484        9146
       40070      -17648        9198
       40080      -17420        9184
       40090      -17348        9090
       40100      -17460        9150
       40110      -17388        9126
       40120      -17172        9020
       40130      -17664        9200
       40140      -17692        9194
       40150      -17408        9102
       40160      -17356        9122
       40170      -17424        9100
       40180      -17648        9220
       40190      -17716        9212
       40200      -17572        9204
       40210      -17424        9160
       40220      -17472        9174
       40230      -17544        9208
       40240      -17472        9200
       40250      -17636        9228
       40260      -17860        9312
       40270      -17420        9172
       40280      -17744        9252
       40290      -17500        9148
       40300      -17256        9036
       40310      -17476        9128
       40320      -17324        9070
       40330      -17492        9118
       40340      -17544        9200
       40350      -17656        9216
       40360      -17484        9126
       40370      -17476        9118
       40380      -17596        9186
       40390      -17780        9260
       40400      -17576        9158
       40410      -17712        9224
       40420      -17536        9180
       40430      -17608        9156
       40440      -17540        9142
       40450      -17384        9094
       40460      -17144        8964
       40470      -17500        9128
       40480      -17704        9214
       40490      -17772        9248
       40500      -17576        9164
       40510      -17560        9180
       40520      -17548        9180
       40530      -17368        9104
       40540      -17472        9108
       40550      -17304        9008
       40560      -17252        9022
       40570      -17744        9214
       40580      -17320        9096
       40590      -17636        9216
       40600      -17824        9278
       40610      -17476        9168
       40620      -17432        9136
       40630      -17236        9064
       40640      -17272        9056
       40650      -17476        9102
       40660      -17240        9038
       40670      -17456        9174
       40680      -17436        9160
       40690      -17228        9082
       40700      -17328        9098
       40710      -17740        9250
       40720      -17936        9314
       40730      -17756        9276
       40740      -17576        9172
       40750      -17724        9240
       40760      -17632        9200
       40770      -17660        9176
       40780      -17160        8992
       40790      -17500        9106
       40800      -17424        9116
       40810      -17660        9198
       40820      -17732        9228
       40830      -17512        9208
       40840      -17400        9122
       40850      -17496        9136
       40860      -17396        9088
       40870      -17448        9108
       40880      -17468        9172
       40890      -17336        9104
       40900      -17408        9088
       40910      -17264        9100
       40920      -17432        9160
       40930      -17496        9162
       40940      -17580        9180
       40950      -17308        9052
       40960      -17796        9286
       40970      -17760        9232
       40980      -17248        9066
       40990      -17132        9002
       41000      -17632        9166
       41010      -17452        9096
       41020      -17208        9058
       41030      -17512        9184
       41040      -17172        9100
       41050      -17832        9288
       41060      -17548        9206
       41070      -17712        9238
       41080      -17172        9054
       41090      -17448        9154
       41100      -17576        9170
       41110      -17840        9286
       41120      -17572        9192
       41130      -17548        9204
       41140      -17344        9040
       41150      -17180        9006
       41160      -17388        9108
       41170      -17424        9160
       41180      -17796        9272
       41190      -17544        9152
       41200      -17572        9158
       41210      -17340        9098
       41220      -17592        9198
       41230      -17220        9024
       41240      -17284        9034
       41250      -17444        9116
       41260      -17392        9120
       41270      -17896        9332
       41280      -17568        9198
       41290      -17508        9152
       41300      -17464        9154
       41310      -17812        9282
       41320      -17516        9148
       41330      -17408        9100
       41340      -17280        9018
       41350      -17604        9190
       41360      -17460        9104
       41370      -17332        9076
       41380      -17552        9158
       41390      -17884        9310
       41400      -17720        9202
       41410      -17296        9020
       41420      -17552        9142
       41430      -17408        9116
       41440      -17428        9102
       41450      -17068        8974
       41460      -17444        9090
       41470      -17548        9184
       41480      -17488        9186
       41490      -17408        9128
       41500      -17632        9170
       41510      -17776        9238
       41520      -17344        9062
       41530      -17476        9126
       41540      -17516        9128
       41550      -17212        9014
       41560      -17472        9042
       41570      -17480        9096
       41580      -17472        9124
       41590      -17384        9084
       41600      -17368        9108
       41610      -17704        9232
       41620      -17776        9242
       41630      -17512        9118
       41640      -17516        9154
       41650      -17652        9188
       41660      -17792        9236
       41670      -17480        9130
       41680      -17556        9174
       41690      -17464        9080
       41700      -17528        9166
       41710      -17676        9234
       41720      -17128        9028
       41730      -17476        9128
       41740      -17416        9108
       41750      -17344        9070
       41760      -17220        9078
       41770      -17256        9102
       41780      -17732        9262
       41790      -17860        9328
       41800      -17872        9314
       41810      -17756        9286
       41820      -17388        9110
       41830      -17484        9170
       41840      -17520        9192
       41850      -17868        9250
       41860      -17376        9088
       41870      -17540        9148
       41880      -17296        9086
       41890      -17476        9154
       41900      -17408        9156
       41910      -17392        9114
       41920      -17532        9128
       41930      -17444        9096
       41940      -17692        9208
       41950      -17436        9140
       41960      -17428        9120
       41970      -17288        9066
       41980      -17552        9164
       41990      -17588        9166
       42000      -17420        9106
       42010      -17372        9102
       42020      -17460        9110
       42030      -17484        9158
       42040      -17220        9048
       42050      -17532        9134
       42060      -17560        9150
       42070      -17368        9138
       42080      -17584        9226
       42090      -17360        9122
       42100      -17448        9152
       42110      -17444        9126
       42120      -17512        9142
       42130      -17256        9042
       42140      -17204        9046
       42150      -17416        9070
       42160      -17412        9052
       42170      -17460        9088
       42180      -17544        9126
       42190      -17572        9158
       42200      -17472        9138
       42210      -17616        9220
       42220      -17448        9114
       42230      -17600        9146
       42240      -17488        9136
       42250      -17464        9158
       42260      -17684        9262
       42270      -17572        9178
       42280      -17600        9190
       42290      -17476        9162
       42300      -17588        9180
       42310      -17532        9186
       42320      -17560        9178
       42330      -17388        9114
       42340      -17440        9136
       42350      -17636        9212
       42360      -17388        9160
       42370      -17548        9208
       42380      -17524        9208
       42390      -17760        9286
       42400      -17580        9200
       42410      -17664        9212
       42420      -17232        9074
       42430      -17444        9130
       42440      -17312        9066
       42450      -17356        9108
       42460      -17632        9186
       42470      -17804        9258
       42480      -17432        9138
       42490      -17444        9148
       42500      -17832        9276
       42510      -17684        9212
       42520      -17344        9042
       42530      -17352        9024
       42540      -17284        9058
       42550      -17612        9192
       42560      -17368        9124
       42570      -17388        9072
       42580      -17268        9080
       42590      -17328        9048
       42600      -17468        9140
       42610      -17496        9134
       42620      -17568        9156
       42630      -17428        9092
       42640      -17540        9134
       42650      -17540        9152
       42660      -17644        9172
       42670      -17436        9068
       42680      -17620        9210
       42690      -17444        9136
       42700      -17464        9104
       42710      -17476        9108
       42720      -17396        9082
       42730      -17628        9202
       42740      -17396        9086
       42750      -17620        9150
       42760      -17244        9012
       42770      -17292        9030
       42780      -17476        9104
       42790      -17492        9116
       42800      -17392        9144
       42810      -17480        9158
       42820      -17808        9248
       42830      -17632        9226
       42840      -17540        9178
       42850      -17436        9128
       42860      -17564        9186
       42870      -17632        9212
       42880      -17440        9152
       42890      -17600        9202
       42900      -17624        9188
       42910      -17520        9148
       42920      -17532        9190
       42930      -17640        9200
       42940      -17504        9096
       42950      -17016        8924
       42960      -17028        8908
       42970      -17340        9002
       42980      -17300        9032
       42990      -17604        9146
       43000      -17492        9082
       43010      -17536        9132
       43020      -17564        9158
       43030      -17392        9140
       43040      -17616        9208
       43050      -17580        9180
       43060      -17628        9214
       43070      -17816        9310
       43080      -17764        9252
       43090      -17544        9206
       43100      -17748        9250
       43110      -17656        9222
       43120      -17396        9164
       43130      -17568        9162
       43140      -17124        8966
       43150      -17348        9016
       43160      -17412        9022
       43170      -17452        9032
       43180      -17204        9024
       43190      -17444        9054
       43200      -17292        8996
       43210      -17540        9084
       43220      -17244        9014
       43230      -17388        9050
       43240      -17544        9146
       43250      -17452        9124
       43260      -17468        9168
       43270      -17244        9092
       43280      -17692        9210
       43290      -17800        9240
       43300      -17548        9158
       43310      -17344        9138
       43320      -17432        9136
       43330      -17580        9152
       43340      -17476        9154
       43350      -17392        9104
       43360      -17336        9072
       43370      -17760        9198
       43380      -17424        9070
       43390      -17316        9048
       43400      -17620        9196
       43410      -17384        9112
       43420      -17328        9090
       43430      -17560        9164
       43440      -17432        9088
       43450      -17388        9032
       43460      -17288        9032
       43470      -17520        9132
       43480      -17540        9102
       43490      -17524        9078
       43500      -17560        9122
       43510      -17600        9100
       43520      -17676        9138
       43530      -17368        9046
       43540      -17436        9044
       43550      -17448        9154
       43560      -17460        9112
       43570      -17344        9064
       43580      -17520        9128
       43590      -17740        9256
       43600      -17464        9110
       43610      -17448        9154
       43620      -17768        9236
       43630      -17608        9192
       43640      -17336        9040
       43650      -17480        9052
       43660      -17448        9048
       43670      -17300        8996
       43680      -17280        9028
       43690      -17424        9096
       43700      -17380        9052
       43710      -17420        9078
       43720      -17672        9166
       43730      -17364        9096
       43740      -17496        9150
       43750      -17504        9134
       43760      -17644        9216
       43770      -17360        9156
       43780      -17736        9250
       43790      -17292        9102
       43800      -17484        9116
       43810      -17620        9182
       43820      -17676        9208
       43830      -17416        9116
       43840      -17464        9106
       43850      -17744        9256
       43860      -17332        9086
       43870      -17144        9038
       43880      -17544        9228
       43890      -17568        9182
       43900      -17492        9148
       43910      -17684        9206
       43920      -17496        9164
       43930      -17432        9104
       43940      -17488        9144
       43950      -17392        9090
       43960      -17188        8992
       43970      -17348        9062
       43980      -17376        9112
       43990      -17644        9170
       44000      -17444        9104
       44010      -17700        9234
       44020      -17388        9142
       44030      -17592        9256
       44040      -17436        9178
       44050      -17252        9068
       44060      -17524        9186
       44070      -17424        9066
       44080      -17580        9178
       44090      -17644        9206
       44100      -17460        9118
       44110      -17700        9236
       44120      -17568        9194
       44130      -17812        9292
       44140      -17660        9234
       44150      -17364        9110
       44160      -17620        9214
       44170      -17504        9142
       44180      -17444        9172
       44190      -17664        9212
       44200      -17736        9254
       44210      -17344        9118
       44220      -17280        9032
       44230      -17216        9018
       44240      -17484        9082
       44250      -17288        9026
       44260      -17520        9100
       44270      -17504        9114
       44280      -17388        9022
       44290      -17364        9024
       44300      -17508        9108
       44310      -17244        9022
       44320      -17652        9152
       44330      -17388        9040
       44340      -17480        9056
       44350      -17248        9034
       44360      -17188        8976
       44370      -17296        9032
       44380      -17236        9016
       44390      -17504        9090
       44400      -17344        9090
       44410      -17388        9122
       44420      -17504        9182
       44430      -17872        9306
       44440      -17488        9130
       44450      -17256        9078
       44460      -17356        9074
       44470      -17540        9142
       44480      -17488        9102
       44490      -17328        9070
       44500      -17240        9000
       44510      -17476        9112
       44520      -17376        9082
       44530      -17428        9094
       44540      -17296        9082
       44550      -17404        9074
       44560      -17488        9072
       44570      -17624        9166
       44580      -17224        9058
       44590      -17648        9176
       44600      -17424        9106
       44610      -17396        9116
       44620      -17368        9088
       44630      -17108        8974
       44640      -17036        8944
       44650      -17468        9102
       44660      -17464        9082
       44670      -17580        9162
       44680      -17676        9186
       44690      -17600        9162
       44700      -17604        9162
       44710      -17392        9044
       44720      -17320        8958
       44730      -17124        8906
       44740      -17304        9008
       44750      -17464        9094
       44760      -17500        9108
       44770      -17704        9150
       44780      -17568        9110
       44790      -17584        9132
       44800      -17196        9080
       44810      -17600        9182
       44820      -17360        9096
       44830      -17372        9072
       44840      -17496        9152
       44850      -17452        9130
       44860      -17272        9080
       44870      -17580        9200
       44880      -17512        9118
       44890      -17388        9088
       44900      -17540        9114
       44910      -17252        8996
       44920      -17272        8986
       44930      -17464        9120
       44940      -17528        9150
       44950      -17232        9026
       44960      -17476        9084
       44970      -17396        9122
       44980      -17516        9132
       44990      -17480        9078
       45000      -17684        9196
       45010      -17232        9024
       45020      -17404        9058
       45030      -17468        9078
       45040      -17420        9066
       45050      -17328        9072
       45060      -17488        9080
       45070      -17392        9044
       45080      -17584        9060
       45090      -17516        9072
       45100      -17108        8884
       45110      -17308        8956
       45120      -17608        9084
       45130      -17256        8948
       45140      -17132        8900
       45150      -17344        8992
       45160      -17500        9078
       45170      -17488        9112
       45180      -17524        9090
       45190      -17412        9084
       45200      -17580        9128
       45210      -17404        9032
       45220      -16924        8932
       45230      -17300        9054
       45240      -17380        9094
       45250      -17424        9092
       45260      -17528        9136
       45270      -17356        9042
       45280      -17216        8990
       45290      -17324        9070
       45300      -17628        9202
       45310      -17308        9042
       45320      -17432        9118
       45330      -17268        9080
       45340      -17536        9162
       45350      -17440        9132
       45360      -17304        9058
       45370      -17372        9034
       45380      -17256        9038
       45390      -17380        9030
       45400      -17476        9088
       45410      -17264        9008
       45420      -17424        9070
       45430      -17408        9096
       45440      -17236        9056
       45450      -17364        9058
       45460      -17464        9040
       45470      -17472        9090
       45480      -17712        9140
       45490      -17304        9034
       45500      -17360        9058
       45510      -16988        8910
       45520      -17320        9018
       45530      -17532        9140
       45540      -17312        9066
       45550      -17000        8904
       45560      -17508        9168
       45570      -17452        9162
       45580      -17572        9196
       45590      -17292        9098
       45600      -17572        9184
       45610      -17608        9172
       45620      -17248        9048
       45630      -17700        9232
       45640      -17568        9144
       45650      -17608        9158
       45660      -17392        9092
       45670      -17372        9132
       45680      -17492        9144
       45690      -17404        9114
       45700      -17532        9166
       45710      -17704        9246
       45720      -17548        9210
       45730      -17516        9192
       45740      -17604        9224
       45750      -17500        9178
       45760      -17748        9270
       45770      -17424        9136
       45780      -17324        9072
       45790      -17640        9198
       45800      -17492        9156
       45810      -17492        9170
       45820      -17284        9070
       45830      -17208        9016
       45840      -17356        9106
       45850      -17268        9076
       45860      -17328        9026
       45870      -17416        9018
       45880      -17376        9026
       45890      -17532        9076
       45900      -17440        9050
       45910      -17416        9068
       45920      -17280        9032
       45930      -17120        9000
       45940      -17348        9116
       45950      -17444        9162
       45960      -17588        9206
       45970      -17572        9178
       45980      -17592        9190
       45990      -17224        9012
       46000      -17416        9072
       46010      -17744        9206
       46020      -17328        9072
       46030      -17464        9104
       46040      -17356        9076
       46050      -17636        9166
       46060      -17532        9152
       46070      -17416        9126
       46080      -17540        9138
       46090      -17308        9070
       46100      -17468        9120
       46110      -17416        9124
       46120      -17568        9206
       46130      -17588        9252
       46140      -17796        9290
       46150      -17544        9168
       46160      -17576        9110
       46170      -17412        9066
       46180      -17496        9090
       46190      -17276        8954
       46200      -17324        8964
       46210      -17396        8994
       46220      -17536        9046
       46230      -17196        8896
       46240      -17348        9010
       46250      -17236        8942
       46260      -17416        9040
       46270      -17264        8964
       46280      -17060        8978
       46290      -17212        8994
       46300      -17444        9088
       46310      -17484        9098
       46320      -17508        9120
       46330      -17420        9114
       46340      -17428        9110
       46350      -17444        9132
       46360      -17752        9256
       46370      -17364        9098
       46380      -17524        9150
       46390      -17412        9150
       46400      -17512        9186
       46410      -17444        9174
       46420      -17424        9142
       46430      -17680        9238
       46440      -17560        9200
       46450      -17672        9186
       46460      -17396        9140
       46470      -17516        9174
       46480      -17180        9074
       46490      -17456        9106
       46500      -17532        9192
       46510      -17780        9294
       46520      -17668        9210
       46530      -17308        9094
       46540      -17456        9140
       46550      -17568        9150
       46560      -17396        9082
       46570      -17272        9042
       46580      -17316        9080
       46590      -17472        9180
       46600      -17544        9186
       46610      -17316        9062
       46620      -17660        9162
       46630      -17348        9082
       46640      -17296        9060
       46650      -17640        9192
       46660      -17584        9158
       46670      -17304        9058
       46680      -17192        9062
       46690      -17612        9232
       46700      -17156        9056
       46710      -17648        9210
       46720      -17412        9164
       46730      -17592        9194
       46740      -17484        9128
       46750      -17784        9226
       46760      -17544        9180
       46770      -17628        9180
       46780      -17416        9090
       46790      -17392        9120
       46800      -17408        9096
       46810      -17420        9080
       46820      -17396        9046
       46830      -17320        9000
       46840      -17140        8954
       46850      -17280        9024
       46860      -17788        9242
       46870      -17336        9074
       46880      -17268        9032
       46890      -17496        9156
       46900      -17292        9060
       46910      -17408        9046
       46920      -17340        8994
       46930      -17268        8996
       46940      -17516        9118
       46950      -17364        9078
       46960      -17756        9266
       46970      -17388        9168
       46980      -17492        9202
       46990      -17500        9202
       47000      -17580        9192
       47010      -17804        9300
       47020      -17660        9250
       47030      -17644        9230
       47040      -17256        9026
       47050      -17488        9136
       47060      -17312        9110
       47070      -17612        9216
       47080      -17628        9226
       47090      -17432        9168
       47100      -17568        9220
       47110      -17516        9184
       47120      -17500        9106
       47130      -17428        9158
