 # L =          100
     # Time          E          M
        1320      -16256        3258
        1330      -16112        3146
        1340      -16292        3132
        1350      -16000        3082
        1360      -16188        3172
        1370      -16372        3126
        1380      -16148        3062
        1390      -16212        3126
        1400      -16432        3108
        1410      -16560        3202
        1420      -16308        3038
        1430      -16204        2804
        1440      -16360        2974
        1450      -15948        2944
        1460      -16196        2948
        1470      -16400        2958
        1480      -16096        2982
        1490      -16572        3036
        1500      -16344        3138
        1510      -16212        2996
        1520      -16400        2956
        1530      -16376        2840
        1540      -16536        2894
        1550      -16332        2904
        1560      -16376        3092
        1570      -15944        3306
        1580      -16216        3410
        1590      -16220        3230
        1600      -16228        3294
        1610      -16064        3388
        1620      -16148        3568
        1630      -16156        3414
        1640      -16172        3428
        1650      -16264        3432
        1660      -16452        3284
        1670      -16492        3462
        1680      -16576        3696
        1690      -16376        3656
        1700      -16348        3660
        1710      -16268        3840
        1720      -16108        3754
        1730      -16132        3768
        1740      -16008        3826
        1750      -16048        3818
        1760      -16032        3840
        1770      -15944        3718
        1780      -15996        3660
        1790      -16056        3672
        1800      -16264        3786
        1810      -16116        3856
        1820      -16604        4042
        1830      -16200        4074
        1840      -16016        3966
        1850      -16160        3918
        1860      -16236        4008
        1870      -16500        3998
        1880      -16232        3970
        1890      -16136        4060
        1900      -16472        4190
        1910      -16188        4110
        1920      -16120        4024
        1930      -16240        4158
        1940      -16384        4180
        1950      -16416        4276
        1960      -16348        4476
        1970      -16568        4338
        1980      -16516        4362
        1990      -16748        4540
        2000      -16420        4450
        2010      -16684        4646
        2020      -16436        4670
        2030      -16372        4506
        2040      -16044        4474
        2050      -16240        4544
        2060      -16108        4652
        2070      -16064        4606
        2080      -16064        4616
        2090      -16312        4716
        2100      -16216        4762
        2110      -16284        4734
        2120      -16496        4886
        2130      -16652        4922
        2140      -16332        4946
        2150      -16416        4890
        2160      -16200        4862
        2170      -16472        5000
        2180      -16740        5042
        2190      -16448        5080
        2200      -16384        5052
        2210      -16320        4736
        2220      -16248        4866
        2230      -16520        4826
        2240      -16204        4840
        2250      -16416        5022
        2260      -16724        5044
        2270      -16456        5126
        2280      -16620        4936
        2290      -16688        5036
        2300      -16636        4928
        2310      -16744        5068
        2320      -16532        4980
        2330      -16864        5126
        2340      -16896        4922
        2350      -16616        4818
        2360      -16752        4798
        2370      -16784        4878
        2380      -16556        4918
        2390      -16492        4920
        2400      -16908        4842
        2410      -16592        4754
        2420      -16784        4860
        2430      -16484        4694
        2440      -16740        4828
        2450      -16844        4966
        2460      -16432        4904
        2470      -16736        4990
        2480      -16460        5008
        2490      -16772        5208
        2500      -16680        5018
        2510      -16788        5160
        2520      -16652        5106
        2530      -16808        5108
        2540      -16852        5056
        2550      -16608        5024
        2560      -16408        4934
        2570      -16644        5008
        2580      -16504        5084
        2590      -16492        5042
        2600      -16560        5140
        2610      -16392        5264
        2620      -16708        5316
        2630      -16520        5252
        2640      -16732        5458
        2650      -16720        5380
        2660      -16728        5348
        2670      -16740        5300
        2680      -16544        5366
        2690      -16340        5184
        2700      -16404        5252
        2710      -16292        5188
        2720      -16648        5216
        2730      -16448        5150
        2740      -16492        5080
        2750      -16724        5248
        2760      -16628        5184
        2770      -16584        5078
        2780      -16444        5152
        2790      -16236        5074
        2800      -16520        5294
        2810      -16680        5232
        2820      -16708        5248
        2830      -16852        5180
        2840      -16924        5210
        2850      -16476        5276
        2860      -16856        5188
        2870      -16716        5190
        2880      -16840        5156
        2890      -16708        5142
        2900      -16564        5022
        2910      -16572        4930
        2920      -16584        4998
        2930      -16356        4880
        2940      -16488        4900
        2950      -16360        4868
        2960      -16748        5082
        2970      -16788        5162
        2980      -16544        5060
        2990      -16736        5132
        3000      -16592        5102
        3010      -17148        5340
        3020      -16800        5212
        3030      -16764        5134
        3040      -16752        5112
        3050      -16800        5142
        3060      -16916        4942
        3070      -16596        4968
        3080      -16684        5022
        3090      -16684        5048
        3100      -16400        5094
        3110      -16708        5150
        3120      -16460        5162
        3130      -16884        5236
        3140      -16712        5296
        3150      -16632        5284
        3160      -16932        5482
        3170      -16772        5388
        3180      -16728        5152
        3190      -16668        5300
        3200      -16492        5170
        3210      -16664        5182
        3220      -16732        5314
        3230      -16508        5140
        3240      -16772        5072
        3250      -16724        4978
        3260      -16872        4942
        3270      -16816        4972
        3280      -16832        5068
        3290      -16820        4992
        3300      -16524        4910
        3310      -17020        5068
        3320      -16488        4982
        3330      -16948        5176
        3340      -16960        5178
        3350      -16948        5152
        3360      -16644        5158
        3370      -16868        5234
        3380      -16808        5198
        3390      -16932        5276
        3400      -16752        5322
        3410      -16824        5326
        3420      -16804        5400
        3430      -16924        5350
        3440      -16892        5444
        3450      -16832        5418
        3460      -16708        5362
        3470      -17092        5520
        3480      -16848        5486
        3490      -16748        5466
        3500      -16848        5552
        3510      -16996        5512
        3520      -16792        5378
        3530      -16592        5214
        3540      -16948        5332
        3550      -16992        5366
        3560      -17152        5468
        3570      -16996        5244
        3580      -16744        5114
        3590      -16396        5168
        3600      -16652        5248
        3610      -16552        5220
        3620      -16392        5236
        3630      -16924        5440
        3640      -16740        5414
        3650      -16848        5334
        3660      -16760        5192
        3670      -16488        5100
        3680      -16828        5138
        3690      -16980        5222
        3700      -16600        5124
        3710      -16432        5122
        3720      -16716        5250
        3730      -16868        5426
        3740      -16884        5280
        3750      -16996        5370
        3760      -16740        5274
        3770      -16628        5108
        3780      -16620        5202
        3790      -16716        5122
        3800      -16356        5000
        3810      -16488        5050
        3820      -16480        5042
        3830      -16648        4990
        3840      -16568        5054
        3850      -16804        5230
        3860      -16932        5184
        3870      -16528        5038
        3880      -16588        4986
        3890      -16468        5076
        3900      -16596        5120
        3910      -16608        5174
        3920      -16896        5172
        3930      -16680        5144
        3940      -16860        5014
        3950      -16544        5048
        3960      -17000        5106
        3970      -16628        4968
        3980      -16656        4872
        3990      -16748        4940
        4000      -16760        5088
        4010      -16772        5058
        4020      -16516        5124
        4030      -16980        5280
        4040      -16844        5176
        4050      -16912        5126
        4060      -17076        5162
        4070      -16872        5128
        4080      -16888        5046
        4090      -17104        5156
        4100      -16528        5062
        4110      -16988        5222
        4120      -16872        5140
        4130      -16496        5080
        4140      -16868        5130
        4150      -16868        5222
        4160      -16940        5108
        4170      -16576        5040
        4180      -16716        5094
        4190      -16700        4980
        4200      -16736        5044
        4210      -16640        4952
        4220      -16532        4980
        4230      -16844        5288
        4240      -16956        5212
        4250      -16536        5220
        4260      -16760        5194
        4270      -16964        5366
        4280      -16956        5316
        4290      -16904        5350
        4300      -16976        5424
        4310      -17040        5544
        4320      -16780        5458
        4330      -16676        5412
        4340      -16956        5400
        4350      -16800        5440
        4360      -16852        5494
        4370      -16696        5452
        4380      -16896        5536
        4390      -16836        5576
        4400      -16744        5454
        4410      -16496        5386
        4420      -16680        5456
        4430      -16956        5622
        4440      -16488        5512
        4450      -16668        5496
        4460      -16892        5612
        4470      -16740        5626
        4480      -16800        5796
        4490      -16648        5590
        4500      -16592        5624
        4510      -16844        5732
        4520      -16592        5790
        4530      -16632        5686
        4540      -16700        5856
        4550      -16876        5866
        4560      -16820        5884
        4570      -16852        5772
        4580      -16576        5716
        4590      -16756        5736
        4600      -16756        5726
        4610      -16796        5728
        4620      -16880        5802
        4630      -16840        5888
        4640      -16724        6046
        4650      -16456        5958
        4660      -16332        5918
        4670      -16892        5860
        4680      -16780        5830
        4690      -16776        5662
        4700      -16592        5546
        4710      -16580        5522
        4720      -16828        5632
        4730      -16912        5656
        4740      -16552        5472
        4750      -16796        5428
        4760      -16676        5452
        4770      -16656        5454
        4780      -16600        5474
        4790      -16484        5466
        4800      -16504        5502
        4810      -17060        5668
        4820      -17004        5720
        4830      -16616        5652
        4840      -16648        5832
        4850      -16720        5752
        4860      -16732        5726
        4870      -16916        5748
        4880      -16848        5746
        4890      -16696        5640
        4900      -16552        5612
        4910      -16528        5640
        4920      -16840        5766
        4930      -16444        5666
        4940      -16848        5862
        4950      -16860        5928
        4960      -16660        5876
        4970      -16672        5838
        4980      -16700        5810
        4990      -17016        6030
        5000      -16896        5964
        5010      -16928        5914
        5020      -17088        5992
        5030      -17108        6046
        5040      -16932        6084
        5050      -16620        5964
        5060      -16856        6136
        5070      -16712        6090
        5080      -17024        6192
        5090      -16932        6256
        5100      -16920        6302
        5110      -16844        6128
        5120      -16800        6076
        5130      -16356        6018
        5140      -16820        6062
        5150      -16812        6170
        5160      -16756        6112
        5170      -16620        5984
        5180      -17120        6222
        5190      -16664        6112
        5200      -16856        6232
        5210      -16996        6272
        5220      -16832        6238
        5230      -16888        6260
        5240      -16548        6136
        5250      -16968        6406
        5260      -16992        6402
        5270      -16940        6440
        5280      -17012        6448
        5290      -16812        6362
        5300      -16972        6470
        5310      -17028        6480
        5320      -16920        6408
        5330      -17024        6568
        5340      -17108        6620
        5350      -17076        6636
        5360      -16892        6562
        5370      -16884        6606
        5380      -17088        6798
        5390      -17092        6812
        5400      -16892        6674
        5410      -17236        6852
        5420      -17276        6832
        5430      -17192        6922
        5440      -17036        6956
        5450      -17132        6854
        5460      -17056        6828
        5470      -17136        6868
        5480      -16936        6778
        5490      -17032        6646
        5500      -16880        6522
        5510      -16688        6462
        5520      -16716        6580
        5530      -17048        6574
        5540      -17020        6640
        5550      -17124        6642
        5560      -17028        6506
        5570      -17116        6654
        5580      -16820        6650
        5590      -16760        6614
        5600      -17144        6784
        5610      -17080        6854
        5620      -17008        6784
        5630      -17188        6858
        5640      -17116        6868
        5650      -17064        6768
        5660      -17064        6716
        5670      -16928        6622
        5680      -16824        6640
        5690      -16848        6672
        5700      -16676        6624
        5710      -16732        6744
        5720      -16784        6820
        5730      -16696        6766
        5740      -17016        6962
        5750      -17060        6910
        5760      -16876        6776
        5770      -17020        6874
        5780      -16868        7004
        5790      -16968        6994
        5800      -17028        6992
        5810      -16892        7096
        5820      -16792        7120
        5830      -16904        7074
        5840      -16936        7108
        5850      -16940        7092
        5860      -17004        7208
        5870      -16868        7196
        5880      -17052        7278
        5890      -17112        7328
        5900      -17148        7158
        5910      -17048        7218
        5920      -16980        7138
        5930      -16740        7150
        5940      -17004        7222
        5950      -17204        7184
        5960      -16760        7038
        5970      -16888        7138
        5980      -16884        7084
        5990      -17200        7324
        6000      -17092        7300
        6010      -16776        7192
        6020      -16764        7244
        6030      -17012        7200
        6040      -16952        7206
        6050      -17196        7300
        6060      -17040        7470
        6070      -16980        7386
        6080      -17060        7348
        6090      -16996        7366
        6100      -17148        7442
        6110      -16948        7378
        6120      -17088        7334
        6130      -17008        7416
        6140      -16760        7308
        6150      -16816        7294
        6160      -16680        7308
        6170      -17032        7348
        6180      -16868        7296
        6190      -16800        7362
        6200      -16708        7294
        6210      -16868        7222
        6220      -16804        7308
        6230      -16740        7262
        6240      -17080        7430
        6250      -17248        7476
        6260      -17108        7434
        6270      -16936        7378
        6280      -16952        7222
        6290      -16868        7230
        6300      -16912        7192
        6310      -16952        7216
        6320      -16920        7328
        6330      -17064        7434
        6340      -17032        7456
        6350      -17004        7524
        6360      -17340        7572
        6370      -17020        7472
        6380      -17256        7518
        6390      -17240        7518
        6400      -16880        7330
        6410      -17104        7480
        6420      -17072        7482
        6430      -16880        7404
        6440      -17096        7396
        6450      -17224        7482
        6460      -17124        7484
        6470      -17060        7370
        6480      -17084        7348
        6490      -17088        7398
        6500      -16928        7410
        6510      -17204        7414
        6520      -17024        7380
        6530      -17172        7410
        6540      -17044        7466
        6550      -17088        7468
        6560      -17172        7582
        6570      -17232        7660
        6580      -17368        7702
        6590      -16956        7538
        6600      -17108        7594
        6610      -17064        7566
        6620      -16976        7582
        6630      -17324        7686
        6640      -17296        7758
        6650      -17268        7692
        6660      -17396        7742
        6670      -16872        7560
        6680      -16852        7484
        6690      -16892        7446
        6700      -16980        7420
        6710      -17000        7522
        6720      -17112        7574
        6730      -17128        7558
        6740      -16796        7452
        6750      -17100        7526
        6760      -16780        7534
        6770      -17124        7658
        6780      -17128        7694
        6790      -17180        7662
        6800      -17144        7640
        6810      -17020        7566
        6820      -16860        7652
        6830      -17116        7670
        6840      -17068        7714
        6850      -16972        7758
        6860      -16840        7658
        6870      -17120        7752
        6880      -17156        7854
        6890      -16976        7782
        6900      -16912        7662
        6910      -17044        7762
        6920      -17096        7946
        6930      -16996        7844
        6940      -17328        7954
        6950      -17080        7866
        6960      -16980        7884
        6970      -16896        7894
        6980      -17076        7914
        6990      -16880        7874
        7000      -17016        7952
        7010      -17176        7986
        7020      -17200        7986
        7030      -16932        7864
        7040      -16992        7750
        7050      -17276        7886
        7060      -17288        7898
        7070      -17316        7868
        7080      -16812        7816
        7090      -16984        7840
        7100      -16704        7702
        7110      -16880        7704
        7120      -16968        7846
        7130      -17400        7954
        7140      -16988        7806
        7150      -16968        7782
        7160      -17060        7866
        7170      -16836        7910
        7180      -17060        8038
        7190      -16956        8000
        7200      -17120        7946
        7210      -16812        7818
        7220      -17312        7954
        7230      -17056        7882
        7240      -16716        7800
        7250      -17012        7882
        7260      -16940        7978
        7270      -16828        8002
        7280      -17240        8024
        7290      -17272        8174
        7300      -16860        8034
        7310      -17136        8174
        7320      -17184        8172
        7330      -17252        8190
        7340      -16900        8156
        7350      -16992        8216
        7360      -17164        8158
        7370      -17120        8178
        7380      -17356        8326
        7390      -16976        8206
        7400      -17440        8336
        7410      -16864        8140
        7420      -17180        8298
        7430      -17284        8322
        7440      -17276        8344
        7450      -17152        8278
        7460      -17316        8408
        7470      -17316        8330
        7480      -17348        8358
        7490      -17436        8344
        7500      -16884        8198
        7510      -17216        8270
        7520      -17172        8318
        7530      -17200        8272
        7540      -17064        8332
        7550      -17340        8358
        7560      -17416        8494
        7570      -17220        8448
        7580      -17236        8408
        7590      -17304        8472
        7600      -17240        8382
        7610      -17080        8342
        7620      -17112        8314
        7630      -17328        8402
        7640      -16912        8236
        7650      -17196        8350
        7660      -17284        8362
        7670      -17104        8402
        7680      -17064        8398
        7690      -17188        8376
        7700      -17140        8380
        7710      -17160        8460
        7720      -17388        8540
        7730      -17408        8530
        7740      -17428        8494
        7750      -17460        8456
        7760      -17464        8444
        7770      -17520        8432
        7780      -17276        8360
        7790      -17220        8332
        7800      -17236        8364
        7810      -17256        8372
        7820      -16908        8242
        7830      -17444        8412
        7840      -17328        8448
        7850      -17184        8404
        7860      -17424        8462
        7870      -17448        8482
        7880      -17320        8402
        7890      -17292        8408
        7900      -17156        8356
        7910      -17228        8382
        7920      -17152        8336
        7930      -17068        8364
        7940      -17192        8482
        7950      -17616        8532
        7960      -17296        8464
        7970      -16864        8310
        7980      -17092        8368
        7990      -17068        8360
        8000      -17108        8474
        8010      -16948        8340
        8020      -17388        8476
        8030      -16960        8278
        8040      -17060        8328
        8050      -17012        8302
        8060      -17160        8394
        8070      -17304        8468
        8080      -17216        8498
        8090      -17096        8458
        8100      -17140        8446
        8110      -17156        8446
        8120      -17240        8498
        8130      -17168        8532
        8140      -17148        8516
        8150      -17304        8560
        8160      -17244        8534
        8170      -17260        8476
        8180      -16796        8300
        8190      -17224        8470
        8200      -17168        8478
        8210      -16956        8358
        8220      -16740        8322
        8230      -17100        8334
        8240      -17188        8418
        8250      -17176        8474
        8260      -17308        8496
        8270      -17236        8480
        8280      -17280        8484
        8290      -17424        8602
        8300      -17316        8590
        8310      -17288        8612
        8320      -17412        8638
        8330      -17272        8576
        8340      -17424        8612
        8350      -17312        8580
        8360      -17320        8576
        8370      -17492        8676
        8380      -17120        8496
        8390      -17100        8406
        8400      -17316        8480
        8410      -17244        8522
        8420      -17288        8564
        8430      -17380        8656
        8440      -17360        8630
        8450      -17344        8666
        8460      -17444        8662
        8470      -17256        8598
        8480      -17512        8684
        8490      -17624        8752
        8500      -17348        8648
        8510      -17396        8648
        8520      -17256        8638
        8530      -17380        8574
        8540      -17260        8580
        8550      -17056        8500
        8560      -17240        8482
        8570      -17460        8668
        8580      -17360        8654
        8590      -17440        8664
        8600      -17636        8772
        8610      -17364        8634
        8620      -17284        8678
        8630      -17600        8786
        8640      -17392        8786
        8650      -16732        8516
        8660      -17284        8632
        8670      -17040        8518
        8680      -17252        8630
        8690      -17160        8628
        8700      -17276        8604
        8710      -17124        8630
        8720      -17252        8710
        8730      -17304        8726
        8740      -17184        8654
        8750      -17260        8662
        8760      -17384        8774
        8770      -17028        8688
        8780      -17280        8802
        8790      -17340        8828
        8800      -17420        8896
        8810      -17488        8946
        8820      -17184        8850
        8830      -17376        8916
        8840      -17432        8846
        8850      -17352        8840
        8860      -17288        8812
        8870      -17168        8742
        8880      -17264        8716
        8890      -17168        8774
        8900      -17428        8868
        8910      -17520        8960
        8920      -17584        9048
        8930      -17528        9012
        8940      -17204        8902
        8950      -17352        8906
        8960      -17244        8908
        8970      -17052        8756
        8980      -17272        8900
        8990      -17352        8918
        9000      -17520        8968
        9010      -17404        8942
        9020      -17484        9010
        9030      -17324        8982
        9040      -17604        9082
        9050      -17428        9044
        9060      -17472        9006
        9070      -17268        8950
        9080      -17388        8970
        9090      -17476        9036
        9100      -17280        8988
        9110      -17132        8890
        9120      -17324        8996
        9130      -17232        8982
        9140      -17552        9122
        9150      -17468        9058
        9160      -17436        9064
        9170      -17364        9078
        9180      -17588        9144
        9190      -17424        9106
        9200      -17384        9102
        9210      -17592        9206
        9220      -17512        9148
        9230      -17260        9042
        9240      -17320        9060
        9250      -17716        9226
        9260      -17640        9170
        9270      -17472        9134
        9280      -17736        9244
        9290      -17644        9214
        9300      -17736        9264
        9310      -17796        9246
        9320      -17440        9158
        9330      -17620        9244
        9340      -17512        9162
        9350      -17624        9200
        9360      -17504        9192
        9370      -17296        9106
        9380      -17880        9316
        9390      -17472        9200
        9400      -17660        9198
        9410      -17508        9140
        9420      -17664        9200
        9430      -17444        9150
        9440      -17456        9186
        9450      -17596        9192
        9460      -17716        9260
        9470      -17536        9194
        9480      -17584        9202
        9490      -17604        9184
        9500      -17468        9164
        9510      -17396        9124
        9520      -17524        9130
        9530      -17752        9228
        9540      -17216        9036
        9550      -17192        8954
        9560      -17172        8970
        9570      -17340        9052
        9580      -17168        8974
        9590      -17428        9066
        9600      -17712        9198
        9610      -17436        9098
        9620      -17196        9024
        9630      -17704        9216
        9640      -17312        9104
        9650      -17600        9194
        9660      -17392        9074
        9670      -17356        9072
        9680      -17652        9166
        9690      -17500        9122
        9700      -17588        9150
        9710      -17404        9112
        9720      -17192        8984
        9730      -17292        9008
        9740      -17264        9056
        9750      -17504        9126
        9760      -17296        9020
        9770      -17348        9032
        9780      -17204        8992
        9790      -17136        8976
        9800      -17512        9130
        9810      -17280        9026
        9820      -17520        9122
        9830      -17348        9052
        9840      -17208        8994
        9850      -17340        9088
        9860      -17676        9194
        9870      -17592        9158
        9880      -17420        9070
        9890      -17324        9070
        9900      -17436        9084
        9910      -17496        9082
        9920      -17548        9182
        9930      -17520        9154
        9940      -17520        9138
        9950      -17752        9240
        9960      -17312        9076
        9970      -17132        8952
        9980      -17536        9046
        9990      -17268        9026
       10000      -17544        9120
       10010      -17640        9194
       10020      -17488        9194
       10030      -17544        9174
       10040      -17560        9198
       10050      -17592        9220
       10060      -17700        9236
       10070      -17512        9166
       10080      -17136        9070
       10090      -17456        9156
       10100      -17368        9104
       10110      -17632        9170
       10120      -17548        9140
       10130      -16984        8996
       10140      -17696        9212
       10150      -17564        9116
       10160      -17624        9186
       10170      -17460        9134
       10180      -17560        9178
       10190      -17208        8994
       10200      -17468        9054
       10210      -17444        9090
       10220      -17164        8974
       10230      -17360        9054
       10240      -17500        9166
       10250      -17412        9110
       10260      -17692        9212
       10270      -17588        9218
       10280      -17476        9192
       10290      -17456        9202
       10300      -17600        9234
       10310      -17628        9232
       10320      -17444        9128
       10330      -17392        9106
       10340      -17460        9110
       10350      -17356        9034
       10360      -17172        9008
       10370      -17520        9120
       10380      -17416        9054
       10390      -17456        9136
       10400      -17592        9160
       10410      -17456        9180
       10420      -17412        9100
       10430      -17356        9062
       10440      -17336        9092
       10450      -17468        9148
       10460      -17416        9138
       10470      -17240        9040
       10480      -17516        9170
       10490      -17500        9160
       10500      -17144        9016
       10510      -17432        9074
       10520      -17332        9044
       10530      -17516        9128
       10540      -17508        9164
       10550      -17552        9162
       10560      -17524        9160
       10570      -17704        9236
       10580      -17304        9112
       10590      -17396        9128
       10600      -17472        9142
       10610      -17468        9218
       10620      -17516        9164
       10630      -17576        9194
       10640      -17440        9136
       10650      -17296        9084
       10660      -17192        8966
       10670      -17068        8880
       10680      -17480        9134
       10690      -17460        9070
       10700      -17392        9052
       10710      -17440        9058
       10720      -17384        9042
       10730      -17452        9076
       10740      -17392        9064
       10750      -17600        9184
       10760      -17648        9198
       10770      -17472        9142
       10780      -17404        9106
       10790      -17448        9118
       10800      -17452        9164
       10810      -17660        9262
       10820      -17692        9248
       10830      -17596        9208
       10840      -17716        9212
       10850      -17200        9012
       10860      -17424        9094
       10870      -17324        9034
       10880      -17364        9046
       10890      -17292        9022
       10900      -17316        9016
       10910      -17424        9042
       10920      -17376        9034
       10930      -17284        9012
       10940      -17432        9056
       10950      -17448        9072
       10960      -17432        9104
       10970      -17476        9090
       10980      -17552        9124
       10990      -17300        9048
       11000      -17472        9152
       11010      -17272        9062
       11020      -17464        9174
       11030      -17680        9260
       11040      -17612        9182
       11050      -17892        9320
       11060      -17648        9142
       11070      -17248        9048
       11080      -17444        9116
       11090      -17496        9120
       11100      -17516        9144
       11110      -17516        9164
       11120      -17716        9276
       11130      -17608        9232
       11140      -17496        9166
       11150      -17348        9118
       11160      -17652        9188
       11170      -17428        9134
       11180      -17616        9102
       11190      -17404        9024
       11200      -17536        9074
       11210      -17628        9096
       11220      -17420        9038
       11230      -17436        9090
       11240      -17440        9052
       11250      -17432        9074
       11260      -17444        9122
       11270      -17204        9024
       11280      -17732        9238
       11290      -17592        9220
       11300      -17692        9266
       11310      -17736        9278
       11320      -17656        9242
       11330      -17568        9218
       11340      -17228        9084
       11350      -17384        9118
       11360      -17220        9032
       11370      -17516        9170
       11380      -17576        9168
       11390      -17512        9210
       11400      -17444        9154
       11410      -17476        9164
       11420      -17472        9180
       11430      -17980        9338
       11440      -17808        9300
       11450      -17460        9166
       11460      -17412        9158
       11470      -17268        9030
       11480      -17360        9098
       11490      -17656        9200
       11500      -17260        9114
       11510      -17628        9162
       11520      -17160        8984
       11530      -17352        9116
       11540      -17696        9208
       11550      -17224        9014
       11560      -17488        9100
       11570      -17352        9024
       11580      -17340        8984
       11590      -17204        8994
       11600      -17556        9112
       11610      -17376        9052
       11620      -17568        9096
       11630      -17596        9094
       11640      -17332        8952
       11650      -17472        9070
       11660      -17688        9176
       11670      -17240        8996
       11680      -17224        8928
       11690      -17156        8950
       11700      -17596        9100
       11710      -17332        9036
       11720      -17540        9154
       11730      -17556        9164
       11740      -17552        9210
       11750      -17652        9220
       11760      -17352        9088
       11770      -17492        9182
       11780      -17600        9208
       11790      -17544        9208
       11800      -17484        9182
       11810      -17784        9224
       11820      -17252        9012
       11830      -17168        8958
       11840      -17116        8976
       11850      -17528        9150
       11860      -17512        9096
       11870      -17152        9028
       11880      -17572        9128
       11890      -17460        9150
       11900      -17624        9174
       11910      -17568        9154
       11920      -17416        9114
       11930      -17424        9134
       11940      -17324        9052
       11950      -17496        9102
       11960      -17324        9006
       11970      -17408        8988
       11980      -17360        9064
       11990      -17288        9018
       12000      -17276        9022
       12010      -17724        9166
       12020      -17332        9028
       12030      -17544        9108
       12040      -17640        9146
       12050      -17300        9082
       12060      -17428        9094
       12070      -17416        9098
       12080      -17460        9134
       12090      -17208        9068
       12100      -16936        8950
       12110      -17208        9022
       12120      -17388        9068
       12130      -17432        9106
       12140      -17460        9112
       12150      -17480        9156
       12160      -17560        9172
       12170      -17576        9132
