         256

 A  -2.93998170      -14.6007671      -3.13618469    
 A  -13.5517578      -15.5391645       5.23976231    
 A  -1.54189551       6.02833319       8.13972569    
 A  -9.11692810       20.6264133       8.25049210    
 A   10.2905998      -2.23132777       3.24512219    
 A   1.81374919       7.11044693     -0.851214409    
 A   12.2408600      -1.85308909      -13.6184454    
 A   1.84906507      0.382997811      -3.20503449    
 A   10.4387102       10.8896694       1.89192069    
 A  0.409009367      0.291802257       7.12689066    
 A   7.87733889       12.4799519      -2.08498740    
 A   6.51267099       5.79394865      -5.53948618E-02
 A  -10.1424742       3.76288104      -11.1095228    
 A   13.4013395       6.63316154       12.4959965    
 A -0.341110021       1.27949333       13.3867245    
 A  -8.42284393      -10.6886425      -7.22342157    
 A -0.160081670       2.98693705       13.7738743    
 A   26.9140358       1.32698441      -15.5566063    
 A   4.95785189      -7.23572063      -8.69336700    
 A  0.505547345      -2.40959048      -5.36812592    
 A   3.45993781      -2.69634891       5.18792534    
 A  -1.52287722       4.11370277       4.63553953    
 A   7.06319857       6.49398565      -3.85094666    
 A  -11.6924381      -18.7471294       2.35797811    
 A -0.824734151      -7.68483400      -3.12240291    
 A   6.21078157      -3.88651013      -4.46552277    
 A   3.99532175      -8.56245136      0.793032765    
 A  -3.86229062      -1.74869382       2.69835043    
 A   8.56904507       10.3540115      -4.72566748    
 A  -3.44838238      -18.3097076       6.52119207    
 A  -6.36417055      -3.12733126      -14.5374804    
 A  -11.7540779       18.3186455       1.13323390    
 A  0.727385700      -17.9344788       7.35149527    
 A   5.46468401       2.44401240       2.32667518    
 A   12.7625294       3.22228479       2.62408137    
 A   5.53517008      -7.24137068       2.92086887    
 A   10.1808443       18.2738914       1.06522226    
 A  0.584259748       14.6355000      -10.6429348    
 A  -10.7226439      -2.99475212E-02  -20.4141979    
 A   1.15158617       12.4583435      -2.12734056    
 A   7.73930311       2.96663952      -6.72701502    
 A   4.44361258       4.43874121     -0.542300344    
 A -0.188912496      -3.84984255      0.774352372    
 A  -2.45802951      -5.53308201       1.53566480    
 A  -18.4466209       10.1987057       3.77402973    
 A   1.23758900      -2.14617324      -7.63322496    
 A   8.48935699      0.436044395      -11.2381420    
 A   5.69442987      -3.14040732      -3.54600549    
 A   14.3389673       11.6272945       6.84102726    
 A   15.9733152     -0.739584923       2.65602684    
 A  -1.92029381       8.67479515       5.19236231    
 A   14.9316111       2.98755789      -3.95229506    
 A   4.85711861       9.88538742      -6.19489622    
 A   14.7379341      -15.4031096       15.6166506    
 A   7.96980953       2.27831912       4.39465332    
 A  0.191130832     -0.269846886       8.63990402    
 A  -1.86931908      -5.51475048      -3.37513638    
 A  -14.7286930       10.0892687      -3.76842952    
 A  -22.8158188      -8.36219788      -12.2521944    
 A   5.48356295       6.95227671      -2.39149833    
 A   14.3937950      0.645241797       13.4682407    
 A   9.09624100      0.583999753      -12.0460138    
 A  -1.81611109       11.2320833      -8.34027100    
 A   4.85801268      -7.28873348      -5.96728325    
 A   2.58986878      -18.5985641       7.49469709    
 A  -2.21308351      0.638008416      -4.23066902    
 A  -12.1241245      -1.79510105       2.40184736    
 A  -6.57829428      -2.38384676      -10.0926495    
 A   3.29540563      -14.0571384       3.09350801    
 A  -4.58360481      -26.6933060      0.952568412    
 A  -9.35411930       12.1263885       4.64486217    
 A  -3.88108230       14.7248020     -0.526516140    
 A   9.53745395E-02   15.9610662      -4.98609209    
 A   2.54542470       4.91703844      -4.60896301    
 A   10.1216354       6.11462164      -5.53384781    
 A  -3.63792300      -4.41734028      -3.30005097    
 A   9.07061768      -4.40166569       8.34513283    
 A  -2.03320026      -1.24693453      -21.7752991    
 A -0.512934268       13.6939678      -19.1831379    
 A  0.942366600       3.85670829       2.54602480    
 A   5.51315308      -11.4062824       14.2480688    
 A   2.40745234      0.573819816      -13.6883507    
