         256

 A   2.83093071      -12.5664587       10.3082647    
 A  -10.6613541       4.81959486       8.56533623    
 A   7.68950844      -3.04404140       13.7538805    
 A  -5.19634962      -14.2679005       1.80179477    
 A -0.163912728       13.4074945       3.92540097    
 A  -3.66551423      0.918682754      -1.15485656    
 A  -11.0878448      -20.7001934      -4.58931589    
 A   14.1846123       4.81671858       6.55113983    
 A  -14.0941277       8.74986076       9.85555077    
 A   5.47167826       6.22527170      -4.17412901    
 A  -9.45510197       7.07194710       1.08786130    
 A  -7.61588049      -21.8480549       20.3092060    
 A  -19.2972584      -9.24592018      -18.2621021    
 A   4.92299271      -4.04877472      -10.4152670    
 A  -8.24323082      -1.32610989      -11.5703421    
 A  -7.97430563      -4.89355803       11.3650284    
 A   2.12620115       6.83360529       3.41412687    
 A -0.743311644     -0.623525143      -9.69898319    
 A   2.12959075      -8.34454441      -7.51566982    
 A -0.558246791      -14.8355904       3.35003710    
 A -0.383284509       14.5211992      -8.99331760    
 A   5.19584942       9.43711376       1.88808024    
 A   6.24279594       10.0246773       3.13686371    
 A   11.8114471      -14.3213339       5.42313147    
 A  -4.84331417      -3.75729012       9.95745087    
 A  -1.82515299       10.1452312      -14.5229435    
 A  -14.2719851      -4.96271801       15.0800514    
 A   5.15246439     -0.450247616       7.35161161    
 A  -6.32839441       14.2759428      -5.96159887    
 A  -17.7298069     -0.420099944       13.7145777    
 A   8.69594961E-02   5.90104628       13.0131521    
 A   14.9301224       11.0759373      -1.94653749    
 A  -8.38894176      -19.3924503       10.7193003    
 A  -6.72999620       5.73358250       6.57784557    
 A   8.20908642      -3.90967870       2.76554084    
 A  -16.4343948      -4.40824127       6.21920395    
 A  -3.88520765       13.9139080      0.633562565    
 A  -1.37743139       24.4943714       5.62461329    
 A   12.7324810       5.95424509       1.53012264    
 A  -1.55636978      -12.0194283      -7.64396238    
 A   7.78163290       3.43853378     -0.162611201    
 A  -4.01787472       1.19258618      -9.20127296    
 A   3.06236768       12.5050306       17.3396015    
 A  -7.19699430       11.6127939      -13.0451031    
 A   6.64641762       8.56636238       4.08457470    
 A -0.422113389       7.09939289       4.82121658    
 A   12.7074003      -1.45259261      -19.8241730    
 A  -15.4666862      -21.3375416       1.99044740    
 A  -5.30991411      -11.5347071       21.0308247    
 A  -3.57681775       8.77042580      -10.8936367    
 A   2.58293819      -4.22805214      -13.7782402    
 A   11.6955042      -1.67652047       1.73660469    
 A  -5.27333450       3.14966106      -7.12903643    
 A   32.0308342      -16.7756691      -2.26876402    
 A   24.5726242      -6.64824200       9.43256569    
 A   3.60658908       5.49696493       12.1182308    
 A   6.61535120      -7.95976353      -1.69166112    
 A   4.13169384      -11.7660990     -0.977415979    
 A  -13.0141716      -1.01767242       9.14820099    
 A  -12.8402777       5.51625347      0.651797175    
 A  -5.45666838      -1.20612180      -16.9997654    
 A  -3.08537745       13.5892143       4.63176632    
 A   3.78363585      -6.17584276     -0.578563809    
 A  -6.80612898      -6.22133398       4.42561722    
 A -0.155199453      -5.75616264       2.46339250    
 A   1.87759542      -7.07083511      0.490185589    
 A  -15.0951824      -9.59486294       13.0808620    
 A  -7.01052761      -11.9415150      -6.71431589    
 A  -1.91162145       3.97406411       1.57134914    
 A  -4.27344894       6.47860575      0.684224427    
 A   5.80658579      -19.5966587       10.2367125    
 A  -8.52871037      -16.1245689      -3.60683751    
 A  -7.40346241      -2.37302589      -10.6773729    
 A  -12.2109747       17.5220604       11.8726625    
 A  0.615525067       16.2819729       12.2369251    
 A  -13.2817583      -8.39275932      -14.4262953    
 A   22.3143749      -1.89357603      -13.0766850    
 A  -23.3478050       8.70900822       4.86704254    
 A   14.5530100      -16.5091019       16.3633614    
 A   4.92188406      -9.65365410       19.9799747    
 A  -2.78587389      -12.1263332       6.31573486    
 A -0.899797618       17.9174919     -0.709478140    
 A   6.81212711      -11.1585388      -3.04511094    
 A  -5.25941086      -4.25700474      -4.25166750    
 A  -8.32217026       5.90671110      -5.70641899    
 A   7.19389915     -0.884302199      -12.1456652    
 A  -18.4644356       9.05845642      -8.31741810    
 A  -6.89247656      -9.19571304      -3.86363602    
 A  -5.96488905      -3.28183866      0.314803898    
 A  -2.86405206      0.911987603      -5.15370893    
 A  -2.80280066     -0.548901320       13.5503712    
 A  -21.3498268      0.600902498       16.0371380    
 A   22.9186611      -3.45446515      -7.44893837    
 A  -16.5508404       1.07784307      -8.77002144    
 A  -5.72994614       5.03176975     -0.139394999    
 A  -12.7145205      -8.26685143       9.69058800    
 A  -4.32291794      -5.68051004      -13.9759274    
 A   1.38478100       1.30506241      -7.13793755    
 A   5.29196978       13.3650799       3.65674996    
 A   5.02669859      -1.36557913       12.0498486    
 A   2.39085317       2.01923585       4.91685390    
 A  -2.29568076      -9.72716999      -17.3663559    
 A   10.9875107     -0.978603959       2.73505139    
 A   16.5778885      -2.01765680      -6.35718727    
 A   17.8027248      -5.83879089      -14.9952297    
 A   14.2391109      -9.96464825       10.6848917    
 A  -5.18663168       2.20827389       5.94411755    
 A  -7.55765247       1.40106320      -5.38585043    
 A  -7.56011629      0.177238226      -4.42828751    
 A  -9.15722561     -0.647333860       14.3645611    
 A   4.67262268     -0.921710193      -8.10010242    
 A   8.00699520      -6.11279297       14.1924944    
 A   5.74822617       7.91844988       3.10948086    
 A   13.5033712      0.401020288      0.467987120    
 A   8.02366957E-02   10.8416109       3.74362707    
 A  -9.99545383       16.2373657       6.56917810    
 A   6.39324474       12.5535994      0.509863257    
 A   13.3302393      -9.03426456       1.52727556    
 A  -2.03211284      -6.83509541      -9.43381977    
 A   1.14042866      -16.8266544       13.3425217    
 A  -11.2477531       5.56258011      -5.93001986    
 A  -14.9433212       17.5622253      -1.44723821    
 A   5.26092720       1.48009467      -5.21419144    
 A  -1.11346924      -5.04978609      -1.18710542    
 A -0.633268237      -8.60053635      -10.1764421    
 A  -2.48897123      -3.45252180       5.60854673    
 A   10.5314150      -2.82272530       7.50015497    
 A   4.11331749      -1.08897924      -14.4327831    
 A  -1.92526972      -7.93690634       21.8628159    
 A   15.9365330       9.69840717       4.26823807    
 A   11.2030973       11.9411259       6.36184549    
 A  -6.17261267      -14.4468393      -4.38699102    
 A  -7.93718004       3.51553559      -6.52689266    
 A  -7.43707895      -2.63398147      -6.85860777    
 A  -10.4534035       16.7484531      -15.6904860    
 A  -9.57843304       9.44022083      -2.82659602    
 A  0.933970451      -4.29680204       6.44057178    
 A   8.22701550      -3.34659815      -7.40281963    
 A  -4.24751329       5.60419846      -9.68210125    
 A  -10.4618387      -7.31227827       4.73075962    
 A  -5.00740337       8.80062389       5.24196959    
 A   2.13619232       5.31259823       20.7140522    
 A  -5.23452806      -2.21909904       6.35449886    
 A   13.7071238      -14.4629068       2.57838249    
 A   2.49205494      -2.35136771      -7.55303049    
 A  -9.54598808      -4.69914103       2.55417871    
 A  0.876407981      -1.78189635      -1.45646000    
 A   5.66550970     -0.407608658      -21.3245125    
 A   9.99732590       13.2384443      -4.28927660    
 A  -7.42939663       22.4661655       1.53512836    
 A   10.7343884      -5.69734240      -5.22509575    
 A  -3.98856473      -6.95982265      -2.47515631    
 A   19.9886246       1.09159923      -2.00374460    
 A  -12.2812500      -8.91858488E-02  -11.1834126    
 A  0.609376073       13.5981722      0.286266625    
 A   1.60902798       21.0238762      -6.40400219    
 A   13.6429901      -1.84293091       6.14155102    
 A  -5.69209719     -0.703841388      0.458314270    
 A   6.02485847       8.50105095      -2.15446877    
 A  -10.8648996       6.56317329       18.3614674    
 A -0.968397319      -6.53408432       1.52759039    
 A   2.73959303       19.7622185      -7.83160925    
 A  -7.54006910      -10.1158285       8.20121861    
 A   5.89059830      -2.91908193      -14.7306690    
 A  -13.2463903      -11.0312634      -11.4178371    
 A -0.180438623       13.5079365       13.4911251    
 A   2.56565475       4.97553015       4.65821791    
 A  -6.01276064       15.8223438       5.20155907    
 A  -9.65174103       3.28857112       12.9755526    
 A   6.14501476      -9.29307556      -2.90930271    
 A  0.352890432      -9.44360256      -4.73794460    
 A  -4.74097776      -9.69514751      -1.03594911    
 A  -9.72300434      -5.40740442       3.81554604    
 A  -8.62132359      -22.3407478      -10.1411114    
