 # L =          100
     # Time          E          M
        2910      -11904         590
        2920      -12324         522
        2930      -12100         518
        2940      -12440         402
        2950      -12036         356
        2960      -11936         534
        2970      -12276         354
        2980      -12152         326
        2990      -12136         -28
        3000      -12232         136
        3010      -12076         224
        3020      -12544         652
        3030      -12192         644
        3040      -12136         854
        3050      -12084         722
        3060      -12040         640
        3070      -12160         524
        3080      -11968         412
        3090      -12248         222
        3100      -12160         162
        3110      -12288         226
        3120      -12000         274
        3130      -12168         200
        3140      -12248        -176
        3150      -11992          60
        3160      -12508          92
        3170      -12444        -206
        3180      -12528        -286
        3190      -12316        -182
        3200      -12244        -262
        3210      -12180        -262
        3220      -12376        -392
        3230      -12040        -556
        3240      -12208        -602
        3250      -12124        -780
        3260      -12060        -790
        3270      -12408        -758
        3280      -12468        -768
        3290      -12216        -754
        3300      -12524        -708
        3310      -12392        -836
        3320      -12492        -820
        3330      -12376        -744
        3340      -12196        -952
        3350      -12236       -1178
        3360      -12244       -1490
        3370      -12316       -1278
        3380      -12852       -1598
        3390      -12516       -1628
        3400      -12468       -1888
        3410      -12228       -1614
        3420      -12176       -1742
        3430      -12148       -2040
        3440      -12272       -2056
        3450      -11996       -1854
        3460      -12484       -2054
        3470      -11776       -1948
        3480      -11964       -2150
        3490      -11832       -2140
        3500      -12312       -2220
        3510      -12112       -1940
        3520      -12276       -2330
        3530      -12184       -2444
        3540      -11832       -2206
        3550      -11764       -2174
        3560      -11788       -2238
        3570      -11972       -2214
        3580      -12148       -2084
        3590      -12320       -2546
        3600      -12128       -2462
        3610      -11920       -2402
        3620      -11708       -2254
        3630      -12072       -2330
        3640      -11776       -2268
        3650      -12440       -2388
        3660      -11844       -2360
        3670      -12160       -2224
        3680      -12088       -2164
        3690      -12208       -1890
        3700      -12332       -1502
        3710      -12148       -1284
        3720      -12028       -1454
        3730      -12324       -1236
        3740      -12304       -1212
        3750      -12072       -1200
        3760      -11880       -1244
        3770      -11908       -1076
        3780      -11880       -1040
        3790      -12168        -870
        3800      -12004       -1050
        3810      -12056        -998
        3820      -12056       -1114
        3830      -11912        -622
        3840      -12020        -718
        3850      -12184        -974
        3860      -12188        -908
        3870      -12152        -650
        3880      -11504        -592
        3890      -11804        -380
        3900      -11832        -236
        3910      -11960        -284
        3920      -11736        -152
        3930      -11848        -168
        3940      -11856         164
        3950      -11876         180
        3960      -12096         168
        3970      -12036         210
        3980      -11760         -70
        3990      -11860           8
        4000      -11872         -58
        4010      -11252         -38
        4020      -11960          70
        4030      -11864         -54
        4040      -12252         370
        4050      -11996         344
        4060      -12156         166
        4070      -11932         472
        4080      -11884         406
        4090      -12152         646
        4100      -12416         436
        4110      -12368         506
        4120      -12132         760
        4130      -12340         822
        4140      -12184         932
        4150      -12136         536
        4160      -12084         314
        4170      -12116         212
        4180      -11988          44
        4190      -11940         180
        4200      -11964         412
        4210      -12156         200
        4220      -12040         -26
        4230      -12428         -82
        4240      -12120         -58
        4250      -12416         -96
        4260      -11972         102
        4270      -11856         116
        4280      -12348         246
        4290      -12244         232
        4300      -11964         218
        4310      -12232         218
        4320      -12372         352
        4330      -12088         100
        4340      -12088          12
        4350      -11808          82
        4360      -11464         110
        4370      -12116        -196
        4380      -12052        -504
        4390      -12284        -670
        4400      -12120        -436
        4410      -11948        -474
        4420      -11912        -388
        4430      -11932        -320
        4440      -12236        -488
        4450      -12280        -558
        4460      -12448        -412
        4470      -12080        -378
        4480      -12012        -512
        4490      -12076        -576
        4500      -12084        -574
        4510      -11996        -386
        4520      -12320        -342
        4530      -11996        -252
        4540      -12416        -320
        4550      -12308         -58
        4560      -12772         174
        4570      -11988         370
        4580      -11980         510
        4590      -11936         490
        4600      -12356         474
        4610      -12336         550
        4620      -12324         402
        4630      -12172         642
        4640      -12336         678
        4650      -11988         532
        4660      -12444         688
        4670      -12164         668
        4680      -12304         872
        4690      -12152         652
        4700      -11828         490
        4710      -11888         610
        4720      -12204         884
        4730      -12196         404
        4740      -11896         426
        4750      -11864         250
        4760      -11848         200
        4770      -12060         220
        4780      -11972         162
        4790      -11956         190
        4800      -11672         320
        4810      -12020         -54
        4820      -11584        -172
        4830      -11680        -488
        4840      -11912        -420
        4850      -12164        -768
        4860      -12072        -518
        4870      -11948        -394
        4880      -11660         -88
        4890      -11556        -414
        4900      -12060        -624
        4910      -12028        -794
        4920      -11848        -524
        4930      -11880        -124
        4940      -11644          94
        4950      -11864         364
        4960      -11588         214
        4970      -11800         378
        4980      -11704         402
        4990      -11984         490
        5000      -11848         468
        5010      -11852         654
        5020      -11584         544
        5030      -11768         644
        5040      -11620         376
        5050      -11868         342
        5060      -11680         622
        5070      -11736         518
        5080      -11880         592
        5090      -11956         680
        5100      -11776         500
        5110      -12260         616
        5120      -12120         486
        5130      -12108         632
        5140      -11644         338
        5150      -11572         390
        5160      -11776         484
        5170      -11748         438
        5180      -12048         758
        5190      -11928        1076
        5200      -12368        1128
        5210      -11940         930
        5220      -12236         982
        5230      -12052         624
        5240      -11892         884
        5250      -12092         658
        5260      -12160         414
        5270      -11904         398
        5280      -11944         588
        5290      -12008         548
        5300      -11952         516
        5310      -12008         310
        5320      -12068         366
        5330      -11900         236
        5340      -12088         306
        5350      -12220         278
        5360      -12180          36
        5370      -12312         160
        5380      -11948        -108
        5390      -11852        -112
        5400      -12192        -268
        5410      -12216        -198
        5420      -12084        -142
        5430      -12252        -204
        5440      -11884        -264
        5450      -11808         -60
        5460      -12056         126
        5470      -12036         358
        5480      -11688         314
        5490      -12092         256
        5500      -12128         208
        5510      -11936         358
        5520      -11684         336
        5530      -11804         312
        5540      -11976         344
        5550      -11912         536
        5560      -12064         680
        5570      -11836        1092
        5580      -11812        1060
        5590      -11936         920
        5600      -12072        1102
        5610      -12172        1262
        5620      -11888        1274
        5630      -12244         864
        5640      -12348        1022
        5650      -12228        1232
        5660      -11800        1088
        5670      -11868         894
        5680      -12248        1104
        5690      -11696         948
        5700      -12296        1084
        5710      -12064        1172
        5720      -12212        1228
        5730      -12036        1012
        5740      -11816        1088
        5750      -12324         922
        5760      -11780         904
        5770      -12204        1184
        5780      -12284        1130
        5790      -12116        1250
        5800      -12316        1252
        5810      -12216        1384
        5820      -12472        1574
        5830      -12164        1734
        5840      -12256        1826
        5850      -12296        1998
        5860      -12128        1874
        5870      -12160        1878
        5880      -11952        1702
        5890      -12064        1774
        5900      -11880        1752
        5910      -12108        1920
        5920      -12200        1912
        5930      -12000        1974
        5940      -12080        1820
        5950      -11900        1910
        5960      -12392        2286
        5970      -12148        2178
        5980      -11780        2334
        5990      -11628        2322
        6000      -12068        2336
        6010      -11992        2170
        6020      -11672        2302
        6030      -11868        2272
        6040      -11988        2256
        6050      -12240        2284
        6060      -11824        2142
        6070      -12072        2060
        6080      -11796        2128
        6090      -11928        2276
        6100      -12332        2158
        6110      -12464        2334
        6120      -12436        2346
        6130      -12096        2418
        6140      -12376        2350
        6150      -12072        2176
        6160      -12396        2358
        6170      -12548        2682
        6180      -12632        2556
        6190      -12676        2414
        6200      -12748        2212
        6210      -12572        2222
        6220      -12312        2452
        6230      -12636        2354
        6240      -12316        2240
        6250      -12364        2484
        6260      -12184        2398
        6270      -12540        2356
        6280      -12124        2256
        6290      -12112        2166
        6300      -12168        1934
        6310      -11720        1828
        6320      -12416        2070
        6330      -12412        2130
        6340      -12120        2164
        6350      -12220        1952
        6360      -12476        2078
        6370      -12076        1876
        6380      -12156        1524
        6390      -11800        1354
        6400      -11924        1254
        6410      -11828        1376
        6420      -11916        1590
        6430      -12040        1508
        6440      -11876        1482
        6450      -11956        1498
        6460      -11792        1506
        6470      -12336        1376
        6480      -12096        1458
        6490      -12056        1364
        6500      -11696        1322
        6510      -12144        1290
        6520      -11980        1260
        6530      -12184        1404
        6540      -12408        1480
        6550      -12032        1614
        6560      -12052        1390
        6570      -11732        1270
        6580      -12036        1366
        6590      -11876        1380
        6600      -12236        1470
        6610      -11872        1698
        6620      -12296        1702
        6630      -12248        1612
        6640      -12152        1936
        6650      -12440        2006
        6660      -12384        1954
        6670      -12720        2014
        6680      -12340        1784
        6690      -12672        1892
        6700      -12372        1794
        6710      -12196        1502
        6720      -11956        1254
        6730      -12660        1304
        6740      -12200        1340
        6750      -12052        1578
        6760      -12480        1336
        6770      -12276        1366
        6780      -12248        1312
        6790      -12556         928
        6800      -11996        1092
        6810      -12104        1040
        6820      -12228         846
        6830      -11952         904
        6840      -12068        1026
        6850      -12008        1326
        6860      -11708        1158
        6870      -11976        1138
        6880      -12184        1158
        6890      -12048        1382
        6900      -12040        1480
        6910      -11912        1278
        6920      -12288        1328
        6930      -12112        1332
        6940      -12124        1602
        6950      -12188        1764
        6960      -12068        1658
        6970      -12112        1410
        6980      -12084        1404
        6990      -12192        1280
        7000      -12260        1308
        7010      -11784        1656
        7020      -12256        1680
        7030      -11768        1610
        7040      -11504        1406
        7050      -11972        1364
        7060      -11688        1478
        7070      -11668        1310
        7080      -11688        1192
        7090      -11968        1054
        7100      -12088        1038
        7110      -12064        1232
        7120      -11784        1384
        7130      -12048        1378
        7140      -12088        1372
        7150      -12316        1378
        7160      -12236        1372
        7170      -11884        1350
        7180      -12012        1276
        7190      -11484        1070
        7200      -11812        1220
        7210      -12028        1120
        7220      -11580         890
        7230      -12136         692
        7240      -12228         860
        7250      -12196        1012
        7260      -12072        1178
        7270      -12028         990
        7280      -12388         944
        7290      -11916        1008
        7300      -11956        1166
        7310      -12100        1310
        7320      -12076        1458
        7330      -12344        1660
        7340      -12044        1556
        7350      -12440        1478
        7360      -12336        1486
        7370      -12052        1220
        7380      -12044        1280
        7390      -11792        1362
        7400      -12060        1428
        7410      -12076        1720
        7420      -11620        1444
        7430      -11668        1504
        7440      -12000        1096
        7450      -11724        1342
        7460      -11880        1402
        7470      -11808        1264
        7480      -12152        1046
        7490      -12048         976
        7500      -11800         788
        7510      -11940         968
        7520      -11740         988
        7530      -11836         964
        7540      -11860         758
        7550      -11996         562
        7560      -11944         518
        7570      -11784         370
        7580      -11980         320
        7590      -11912         470
        7600      -11868         630
        7610      -11560         682
        7620      -11588         802
        7630      -11576         802
        7640      -11480         924
        7650      -11308         820
        7660      -11572         996
        7670      -11724         762
        7680      -11952         864
        7690      -11900        1002
        7700      -11584         808
        7710      -12032         912
        7720      -12040         556
        7730      -12064         918
        7740      -12028         814
        7750      -11784         722
        7760      -11960         702
        7770      -12092         968
        7780      -11812        1046
        7790      -11908        1430
        7800      -12384        1478
        7810      -12036        1336
        7820      -11988        1282
        7830      -11736        1078
        7840      -11716        1136
        7850      -11680         848
        7860      -11724        1036
        7870      -11924        1070
        7880      -11860        1394
        7890      -11888        1484
        7900      -12084        1328
        7910      -12284        1090
        7920      -11940        1342
        7930      -12192        1546
        7940      -12184        1598
        7950      -11988        1354
        7960      -11888        1344
        7970      -12212        1320
        7980      -11804        1092
        7990      -11928        1236
        8000      -12152        1362
        8010      -12000        1590
        8020      -12252        1464
        8030      -11792        1622
        8040      -11848        2126
        8050      -11644        1780
        8060      -12124        1944
        8070      -12168        2106
        8080      -12168        2160
        8090      -12024        2004
        8100      -11936        2018
        8110      -12076        1934
        8120      -11748        2192
        8130      -11916        2398
        8140      -12104        2036
        8150      -12304        2200
        8160      -11968        1950
        8170      -11680        2040
        8180      -11936        1896
        8190      -12644        2158
        8200      -12356        1716
        8210      -11960        1932
        8220      -12132        1794
        8230      -12184        1984
        8240      -11904        1664
        8250      -12184        1680
        8260      -11800        1722
        8270      -11584        1916
        8280      -11928        1920
        8290      -12104        1850
        8300      -11844        1998
        8310      -12088        1890
        8320      -11824        1780
        8330      -12164        1894
        8340      -12044        2020
        8350      -12332        2370
        8360      -11972        2262
        8370      -11876        2414
        8380      -11716        2470
        8390      -12096        2262
        8400      -11696        2248
        8410      -12240        2496
        8420      -11756        2360
        8430      -12288        2674
        8440      -12304        2706
        8450      -12192        2564
        8460      -12300        2368
        8470      -12224        2424
        8480      -12376        2552
        8490      -12408        2686
        8500      -12360        2616
        8510      -11956        2512
        8520      -12012        2232
        8530      -12072        2170
        8540      -12012        1836
        8550      -11860        1848
        8560      -11992        1762
        8570      -11792        2150
        8580      -11608        2100
        8590      -11868        2182
        8600      -11816        2096
        8610      -12120        1986
        8620      -11940        2090
        8630      -11968        2104
        8640      -12036        1742
        8650      -12004        1388
        8660      -11700        1504
        8670      -12204        1680
        8680      -12060        1796
        8690      -11928        1786
        8700      -12084        1796
        8710      -12004        1632
        8720      -12232        1544
        8730      -11976        1430
        8740      -12312        1800
        8750      -12152        1456
        8760      -12228        1354
        8770      -12064        1504
        8780      -11888        1562
        8790      -12312        1206
        8800      -12192        1422
        8810      -12444        1104
        8820      -11832        1172
        8830      -12088         788
        8840      -12248        1142
        8850      -12104        1000
        8860      -11712        1126
        8870      -12048        1512
        8880      -11912        1424
        8890      -12128        1430
        8900      -11752        1438
        8910      -12136        1346
        8920      -11960        1314
        8930      -12316        1048
        8940      -11944        1294
        8950      -11744        1168
        8960      -11944        1010
        8970      -12368        1330
        8980      -12312        1378
        8990      -12404        1220
        9000      -12284        1058
        9010      -11980        1050
        9020      -12128        1056
        9030      -12240        1056
        9040      -12184        1220
        9050      -11948         926
        9060      -12104        1110
        9070      -12212        1240
        9080      -12316        1218
        9090      -12376        1220
        9100      -12388        1206
        9110      -11948        1434
        9120      -12000        1340
        9130      -12088        1394
        9140      -11840        1500
        9150      -11604        1384
        9160      -11800        1032
        9170      -11860        1272
        9180      -11748         910
        9190      -11868         806
        9200      -11784         790
        9210      -12140        1048
        9220      -11940        1010
        9230      -11808         706
        9240      -11884         990
        9250      -11760         688
        9260      -12204         410
        9270      -12368         522
        9280      -11664         760
        9290      -12192         984
        9300      -12056        1042
        9310      -11820        1126
        9320      -11656        1226
        9330      -11892        1026
        9340      -11740         804
        9350      -11840         712
        9360      -11728         340
        9370      -11828         138
        9380      -11948        -188
        9390      -11692         -94
        9400      -11764        -116
        9410      -11768          26
        9420      -11996          12
        9430      -11692          82
        9440      -12096          14
        9450      -11804         -60
        9460      -11588         -92
        9470      -11456         118
        9480      -11956         358
        9490      -11800         370
        9500      -11908         224
        9510      -11744         124
        9520      -11896         196
        9530      -11984         290
        9540      -11676         308
        9550      -11896         378
        9560      -11988         470
        9570      -11876         802
        9580      -11988         966
        9590      -12068         902
        9600      -11696         790
        9610      -12148         618
        9620      -11752         640
        9630      -11980         634
        9640      -11844         836
        9650      -11792         566
        9660      -11964         436
        9670      -11576         248
        9680      -12256         418
        9690      -12196          98
        9700      -11904          36
        9710      -12300         -40
        9720      -12144         -72
        9730      -11952         -48
        9740      -11956        -248
        9750      -12140        -300
        9760      -12228         -42
        9770      -12316         182
        9780      -12032         146
        9790      -12192          68
        9800      -12016         250
        9810      -12168         244
        9820      -12068         172
        9830      -11896         248
        9840      -12404         318
        9850      -11860         732
        9860      -11812         862
        9870      -11852        1144
        9880      -12124        1034
        9890      -12464        1038
        9900      -12056         872
        9910      -11764        1026
        9920      -12024        1100
        9930      -12484        1314
        9940      -11940        1428
        9950      -12024        1474
        9960      -12184        1378
        9970      -11732        1262
        9980      -12152        1572
        9990      -12060        1684
       10000      -12272        2000
       10010      -12272        2028
       10020      -12000        1752
       10030      -12316        2026
       10040      -12372        2150
       10050      -12384        2074
       10060      -12384        1904
       10070      -12064        1972
       10080      -12120        2024
       10090      -11880        1914
       10100      -12408        2054
       10110      -12160        1670
       10120      -12196        1710
       10130      -12324        1674
       10140      -12368        1510
       10150      -12128        1098
       10160      -12328        1012
       10170      -11992         754
       10180      -11808        1006
       10190      -12624        1156
       10200      -12272        1498
       10210      -12116        1550
       10220      -12372        1570
       10230      -12296        1780
       10240      -12412        1784
       10250      -12144        1980
       10260      -12216        1862
       10270      -12336        1984
       10280      -12296        2072
       10290      -12072        1840
       10300      -12216        1652
       10310      -12088        1280
       10320      -12088        1474
       10330      -12120        1654
       10340      -12168        1608
       10350      -11924        1770
       10360      -11968        1768
       10370      -11976        2016
       10380      -11764        1996
       10390      -11724        1894
       10400      -11792        1802
       10410      -11864        1868
       10420      -11724        1738
       10430      -11960        1476
       10440      -11904        1708
       10450      -12144        1818
       10460      -11816        1912
       10470      -12172        2052
       10480      -12036        2330
       10490      -11736        2318
       10500      -12200        2330
       10510      -12088        2304
       10520      -12160        2442
       10530      -12084        2360
       10540      -12148        1990
       10550      -12244        2050
       10560      -12084        1982
       10570      -11988        1860
       10580      -11932        1924
       10590      -11996        2156
       10600      -11984        2048
       10610      -12184        2160
       10620      -12028        2078
       10630      -12048        2092
       10640      -12344        1952
       10650      -12368        1822
       10660      -12248        1618
       10670      -12176        1650
       10680      -12032        1818
       10690      -12512        1936
       10700      -11904        1890
       10710      -12136        1874
       10720      -11880        1710
       10730      -12024        1568
       10740      -12044        1390
       10750      -11988        1676
       10760      -11764        1664
       10770      -11812        1678
       10780      -11896        1594
       10790      -12292        1382
       10800      -11604        1638
       10810      -11540        1780
       10820      -12056        1816
       10830      -12064        1846
       10840      -11952        1716
       10850      -12240        1804
       10860      -12192        1508
       10870      -12032        1480
       10880      -11828        1666
       10890      -11596        1638
       10900      -12032        1962
       10910      -12096        2118
       10920      -11980        2086
       10930      -11972        2358
       10940      -11860        2364
       10950      -11860        2524
       10960      -11792        2448
       10970      -12092        2414
       10980      -11660        2154
       10990      -11712        2086
       11000      -11644        1976
       11010      -11744        1936
       11020      -11732        2044
       11030      -11928        2240
       11040      -11840        1862
       11050      -11808        1604
       11060      -11768        1830
       11070      -11696        2020
       11080      -11924        2044
       11090      -12084        2354
       11100      -11740        1950
       11110      -11520        1880
       11120      -11728        1912
       11130      -11792        2028
       11140      -12068        2022
       11150      -12052        2104
       11160      -11564        1854
       11170      -11608        1956
       11180      -12184        1900
       11190      -12404        1700
       11200      -11992        1926
       11210      -12344        1638
       11220      -12424        1648
       11230      -12452        1314
       11240      -12320        1608
       11250      -11832        1634
       11260      -11856        1820
       11270      -12172        1724
       11280      -11564        2098
       11290      -11780        1978
       11300      -11940        1928
       11310      -12336        2144
       11320      -12548        2094
       11330      -12144        1934
       11340      -11632        1962
       11350      -11756        2068
       11360      -12096        2246
       11370      -11920        2328
       11380      -12024        2400
       11390      -12048        2268
       11400      -12136        2552
       11410      -12480        2246
       11420      -12224        2334
       11430      -12292        2210
       11440      -12088        2188
       11450      -12220        1898
       11460      -12308        1822
       11470      -12352        2140
       11480      -11804        1822
       11490      -11892        1894
       11500      -11768        2058
       11510      -12068        2072
       11520      -12208        2108
       11530      -11884        2090
       11540      -11872        1838
       11550      -11684        1444
       11560      -11968        1382
       11570      -11828        1282
       11580      -11696        1272
       11590      -11656        1514
       11600      -12124        1378
       11610      -11708        1578
       11620      -11900        1714
       11630      -12356        1746
       11640      -11940        1738
       11650      -11916        1594
       11660      -12448        1530
       11670      -11892        1666
       11680      -12140        1812
       11690      -12048        1906
       11700      -12312        1784
       11710      -12104        1952
       11720      -12136        1830
       11730      -12020        1802
       11740      -11744        1662
       11750      -11768        1786
       11760      -12124        1390
       11770      -11804        1392
       11780      -12168        1382
       11790      -12104        1064
       11800      -11916        1266
       11810      -11952        1038
       11820      -11760        1290
       11830      -12332        1120
       11840      -12076        1140
       11850      -11688         764
       11860      -12096         844
       11870      -11972        1060
       11880      -12096        1022
       11890      -12228        1148
       11900      -12168        1014
       11910      -12316        1440
       11920      -11900        1452
       11930      -12132        1298
       11940      -11968        1088
       11950      -12140        1226
       11960      -11720        1228
       11970      -11852        1234
       11980      -11968        1064
       11990      -11852        1158
       12000      -11436        1084
       12010      -11600        1288
       12020      -11544        1128
       12030      -11172         752
       12040      -11772         704
       12050      -11696         470
       12060      -11748         604
       12070      -11880         844
       12080      -12204         652
       12090      -11868         646
       12100      -11940         768
       12110      -11912         692
       12120      -12160         660
       12130      -12300         676
       12140      -11572         754
       12150      -11824         814
       12160      -11920         824
       12170      -12188        1096
