 # L =          100
     # Time          E          M
      272380      -11872        1044
      272390      -11608         748
      272400      -11396         528
      272410      -11736         676
      272420      -11448         466
      272430      -11524         342
      272440      -11276         408
      272450      -11944         170
      272460      -12040         520
      272470      -12060         288
      272480      -12064         462
      272490      -11760         632
      272500      -12012         654
      272510      -12016         942
      272520      -12292         796
      272530      -12180         372
      272540      -12220         224
      272550      -12140         -60
      272560      -11904          16
      272570      -12224         292
      272580      -11924         298
      272590      -12108         384
      272600      -12012         170
      272610      -12240          30
      272620      -12408         104
      272630      -12236         220
      272640      -12208         134
      272650      -12464         184
      272660      -12432         266
      272670      -12304          44
      272680      -11996        -170
      272690      -11948        -436
      272700      -11636        -154
      272710      -11948        -216
      272720      -12164        -126
      272730      -12312        -136
      272740      -12148          36
      272750      -12324           4
      272760      -11900        -112
      272770      -11876         -36
      272780      -12212         -80
      272790      -11972        -128
      272800      -11948          52
      272810      -12020         120
      272820      -12092         276
      272830      -12092         166
      272840      -12196         460
      272850      -12080         448
      272860      -12084         404
      272870      -12032         196
      272880      -12096         446
      272890      -12076         512
      272900      -11576         454
      272910      -11872         258
      272920      -11612         284
      272930      -11632         194
      272940      -11444         532
      272950      -11612         486
      272960      -11636         956
      272970      -11596         742
      272980      -11836         666
      272990      -12004         464
      273000      -11972         368
      273010      -12000         670
      273020      -11964         728
      273030      -12272        1002
      273040      -12660        1114
      273050      -12012        1056
      273060      -12436        1014
      273070      -12064         794
      273080      -12164         926
      273090      -11940         968
      273100      -12024         926
      273110      -12220        1136
      273120      -12424        1070
      273130      -12052         890
      273140      -12004         538
      273150      -12224         716
      273160      -11672         406
      273170      -11732         514
      273180      -11992         568
      273190      -11976         622
      273200      -11892         686
      273210      -12280        1010
      273220      -11924        1198
      273230      -12128        1014
      273240      -11984        1172
      273250      -11964        1196
      273260      -11792        1420
      273270      -12316        1472
      273280      -12096        1410
      273290      -12224        1164
      273300      -12244        1096
      273310      -12216        1196
      273320      -12100        1312
      273330      -11956        1536
      273340      -11844        1334
      273350      -11900        1486
      273360      -11948        1554
      273370      -11740        1602
      273380      -11944        1602
      273390      -11892        1882
      273400      -11996        1500
      273410      -11776        1326
      273420      -11948        1348
      273430      -11984        1474
      273440      -12164        1300
      273450      -11608        1136
      273460      -11984        1042
      273470      -11820        1088
      273480      -12068         792
      273490      -11688         938
      273500      -11340         782
      273510      -11772        1068
      273520      -11976        1178
      273530      -12036        1212
      273540      -11744        1296
      273550      -12120         974
      273560      -12264         898
      273570      -11904         872
      273580      -11960         768
      273590      -11940         914
      273600      -12152        1014
      273610      -12132        1118
      273620      -11884        1176
      273630      -12048        1416
      273640      -12092        1572
      273650      -12076        1542
      273660      -12484        1338
      273670      -12144        1152
      273680      -12136        1322
      273690      -12240        1216
      273700      -11940        1134
      273710      -12176        1174
      273720      -12144        1086
      273730      -12228         954
      273740      -12248        1130
      273750      -12504        1104
      273760      -12404        1522
      273770      -12388        1350
      273780      -12260        1628
      273790      -12100        1660
      273800      -11960        1760
      273810      -12676        1658
      273820      -12080        1752
      273830      -12176        1706
      273840      -12160        1738
      273850      -11896        1744
      273860      -12004        1732
      273870      -11876        1216
      273880      -12132        1222
      273890      -12392        1202
      273900      -12528        1136
      273910      -12656        1344
      273920      -12180        1270
      273930      -12456         990
      273940      -11972         972
      273950      -12164         900
      273960      -12136         702
      273970      -12368         812
      273980      -12240         740
      273990      -12116         864
      274000      -12500         992
      274010      -12096        1026
      274020      -11856         976
      274030      -12056         932
      274040      -12032        1040
      274050      -12312        1240
      274060      -12072        1174
      274070      -12244        1356
      274080      -12000        1192
      274090      -11860        1102
      274100      -11576         922
      274110      -11672         838
      274120      -11696         682
      274130      -11980        1088
      274140      -12136        1008
      274150      -11684         804
      274160      -11940         648
      274170      -11648         738
      274180      -12092         776
      274190      -12080         698
      274200      -11620         566
      274210      -12156         456
      274220      -11980         514
      274230      -11784         348
      274240      -12268         260
      274250      -12136         266
      274260      -12104         298
      274270      -12512         470
      274280      -11900         428
      274290      -11904         958
      274300      -11956         826
      274310      -12060         948
      274320      -12276        1080
      274330      -12564        1168
      274340      -12236        1616
      274350      -11856        1472
      274360      -12244        1546
      274370      -11896        1402
      274380      -11980        1376
      274390      -12260        1384
      274400      -12024        1298
      274410      -11896         844
      274420      -11412         778
      274430      -11928         646
      274440      -12360        1080
      274450      -11852        1152
      274460      -12248        1038
      274470      -12100        1168
      274480      -11704        1162
      274490      -12248        1306
      274500      -12024        1336
      274510      -12100        1440
      274520      -11864        1430
      274530      -12292        1540
      274540      -11800        1622
      274550      -11680        1500
      274560      -12060        1318
      274570      -11960        1254
      274580      -12512        1366
      274590      -12420        1618
      274600      -12724        1588
      274610      -12552        1638
      274620      -12328        1474
      274630      -11996        1308
      274640      -12136         982
      274650      -11736         760
      274660      -11852         706
      274670      -11916         850
      274680      -11940         860
      274690      -12288         974
      274700      -12140         928
      274710      -12192        1022
      274720      -12180        1102
      274730      -12448        1050
      274740      -11740        1114
      274750      -12044        1222
      274760      -12116        1198
      274770      -12208        1110
      274780      -11884        1262
      274790      -12112        1280
      274800      -12028        1080
      274810      -11704        1160
      274820      -12152        1288
      274830      -12124        1500
      274840      -12100        1244
      274850      -12136        1284
      274860      -12068        1426
      274870      -12460        1650
      274880      -12276        1498
      274890      -12432        1560
      274900      -12340        1366
      274910      -12284        1628
      274920      -11812        1240
      274930      -11840        1222
      274940      -12352        1122
      274950      -12048        1084
      274960      -12132        1010
      274970      -12420         858
      274980      -11972         882
      274990      -12128         982
      275000      -12316        1082
      275010      -12100        1206
      275020      -12228        1416
      275030      -12256        1296
      275040      -12044        1206
      275050      -11956        1208
      275060      -12360        1050
      275070      -12356         966
      275080      -12040         826
      275090      -12212        1000
      275100      -12000         974
      275110      -11952         736
      275120      -11928         728
      275130      -12408         750
      275140      -12240         846
      275150      -12292         936
      275160      -12176        1162
      275170      -12276        1166
      275180      -12448        1282
      275190      -12100        1112
      275200      -12096         962
      275210      -11944         882
      275220      -11868        1002
      275230      -11676         840
      275240      -11776         870
      275250      -11688        1100
      275260      -11480        1186
      275270      -11740        1436
      275280      -12048        1250
      275290      -11780        1172
      275300      -11816        1470
      275310      -11704        1452
      275320      -12196        1012
      275330      -12196         744
      275340      -12048         800
      275350      -12296         618
      275360      -11876         742
      275370      -12100         490
      275380      -11936         594
      275390      -11752         522
      275400      -11844         242
      275410      -11812         256
      275420      -11944          28
      275430      -11660           0
      275440      -11636          56
      275450      -11692         142
      275460      -12092         312
      275470      -12272         570
      275480      -11676         382
      275490      -12004         122
      275500      -11792        -322
      275510      -11888        -554
      275520      -11744        -692
      275530      -12016        -678
      275540      -11952        -348
      275550      -11508        -318
      275560      -11880        -418
      275570      -12332        -632
      275580      -12120        -326
      275590      -12420        -642
      275600      -12104        -452
      275610      -12256        -560
      275620      -11948        -512
      275630      -12224        -396
      275640      -12028        -248
      275650      -12192        -246
      275660      -12452        -492
      275670      -12276        -722
      275680      -12308        -622
      275690      -12004        -690
      275700      -12068        -572
      275710      -11912        -590
      275720      -11908        -706
      275730      -12144        -408
      275740      -12420        -622
      275750      -12104        -392
      275760      -12328        -468
      275770      -12116        -278
      275780      -12024        -518
      275790      -11968        -268
      275800      -12048        -438
      275810      -11912        -752
      275820      -11932        -702
      275830      -11816        -638
      275840      -11744        -370
      275850      -12144        -236
      275860      -12284        -340
      275870      -12252        -674
      275880      -12088        -684
      275890      -11948        -590
      275900      -12068        -676
      275910      -11912        -922
      275920      -12336        -784
      275930      -12236        -780
      275940      -12220        -556
      275950      -11964        -454
      275960      -12640        -646
      275970      -12052        -520
      275980      -12156        -646
      275990      -11972        -578
      276000      -12332        -478
      276010      -11928        -784
      276020      -11960        -928
      276030      -12072        -722
      276040      -12060        -716
      276050      -12072        -660
      276060      -12136        -382
      276070      -11844        -642
      276080      -11700        -730
      276090      -11848        -834
      276100      -11848        -660
      276110      -11928        -510
      276120      -11820        -438
      276130      -11940        -360
      276140      -11712        -342
      276150      -11344        -538
      276160      -11636        -608
      276170      -11712        -686
      276180      -11576        -944
      276190      -11828        -532
      276200      -12024        -718
      276210      -12120        -522
      276220      -11904        -436
      276230      -12152        -628
      276240      -12212        -694
      276250      -12100        -618
      276260      -12288        -772
      276270      -12328        -388
      276280      -11848        -460
      276290      -12304        -712
      276300      -12032        -542
      276310      -11692        -750
      276320      -12324       -1044
      276330      -12268        -860
      276340      -12200       -1224
      276350      -11688       -1078
      276360      -12028       -1048
      276370      -12208       -1320
      276380      -12108       -1312
      276390      -12336       -1130
      276400      -12432        -932
      276410      -12080       -1150
      276420      -12360       -1082
      276430      -12528        -936
      276440      -12224       -1024
      276450      -12280       -1190
      276460      -12140       -1338
      276470      -12364       -1320
      276480      -12000       -1608
      276490      -12416       -1608
      276500      -11996       -1390
      276510      -12028       -1412
      276520      -11912       -1450
      276530      -11936       -1488
      276540      -12072       -1430
      276550      -12660       -1486
      276560      -12368       -1416
      276570      -12104       -1274
      276580      -11868       -1114
      276590      -12212       -1484
      276600      -12300       -1474
      276610      -12344       -1462
      276620      -12020       -1446
      276630      -12000       -1792
      276640      -11984       -2052
      276650      -11944       -1822
      276660      -12060       -2150
      276670      -11984       -1952
      276680      -11616       -1888
      276690      -11856       -1794
      276700      -11964       -1688
      276710      -12144       -1764
      276720      -11796       -1548
      276730      -11632       -1220
      276740      -11940       -1238
      276750      -11904        -894
      276760      -11868       -1296
      276770      -12012       -1530
      276780      -12320       -1366
      276790      -11960       -1406
      276800      -12092       -1314
      276810      -12232       -1324
      276820      -12112       -1120
      276830      -12292        -792
      276840      -12052        -752
      276850      -12008        -914
      276860      -11528        -840
      276870      -11716        -708
      276880      -11920        -704
      276890      -11772        -710
      276900      -11952       -1036
      276910      -12256       -1122
      276920      -12064       -1020
      276930      -12260       -1052
      276940      -12436       -1334
      276950      -12504       -1302
      276960      -12288       -1378
      276970      -12068       -1352
      276980      -12084       -1528
      276990      -12076       -1626
      277000      -12252       -1582
      277010      -12224       -1272
      277020      -12132       -1288
      277030      -12044       -1170
      277040      -12260       -1234
      277050      -11908       -1472
      277060      -11728       -1268
      277070      -12032       -1478
      277080      -12004       -1510
      277090      -12128       -1786
      277100      -11948       -1804
      277110      -12284       -1844
      277120      -12128       -1844
      277130      -11556       -1664
      277140      -12256       -1854
      277150      -12200       -1922
      277160      -11888       -2054
      277170      -12268       -2228
      277180      -12300       -2328
      277190      -12036       -2334
      277200      -11964       -2418
      277210      -12052       -2540
      277220      -11864       -2484
      277230      -12048       -2322
      277240      -12196       -2044
      277250      -11720       -2148
      277260      -11748       -1942
      277270      -11952       -2256
      277280      -12068       -2214
      277290      -12308       -1834
      277300      -12108       -2062
      277310      -12068       -1896
      277320      -12140       -1814
      277330      -11820       -1762
      277340      -11996       -1378
      277350      -12100       -1358
      277360      -11856       -1006
      277370      -12108        -896
      277380      -11184       -1014
      277390      -11808       -1288
      277400      -11776       -1042
      277410      -12048       -1100
      277420      -11724       -1134
      277430      -12292        -968
      277440      -11944        -850
      277450      -12084        -886
      277460      -11796        -562
      277470      -11812        -290
      277480      -11672        -274
      277490      -11600        -148
      277500      -12080          36
      277510      -12096         -26
      277520      -12024        -352
      277530      -11792        -340
      277540      -12076        -470
      277550      -11904        -508
      277560      -11876        -210
      277570      -12044        -224
      277580      -11412        -492
      277590      -12088        -538
      277600      -12356        -704
      277610      -12536        -846
      277620      -12452       -1042
      277630      -12296       -1372
      277640      -12388       -1196
      277650      -12136       -1072
      277660      -12212       -1118
      277670      -12168       -1020
      277680      -12200       -1004
      277690      -12316        -960
      277700      -12152        -684
      277710      -12508        -864
      277720      -12064        -638
      277730      -12132        -480
      277740      -11936        -574
      277750      -12300        -808
      277760      -11964        -666
      277770      -11688        -520
      277780      -11960        -744
      277790      -11912        -832
      277800      -11928        -926
      277810      -11632        -820
      277820      -11736        -868
      277830      -11688        -764
      277840      -12036       -1136
      277850      -11888       -1166
      277860      -11732       -1194
      277870      -11488       -1144
      277880      -11960       -1044
      277890      -11612        -914
      277900      -11788        -792
      277910      -11820        -702
      277920      -11740       -1000
      277930      -11472        -694
      277940      -11196        -588
      277950      -11268        -574
      277960      -11920        -720
      277970      -11996        -478
      277980      -11648        -354
      277990      -12076        -308
      278000      -11960        -268
      278010      -11692        -414
      278020      -11780        -428
      278030      -11644        -136
      278040      -11640        -590
      278050      -11684        -566
      278060      -11760        -520
      278070      -11856        -384
      278080      -11704        -288
      278090      -11820        -430
      278100      -11812        -516
      278110      -12080        -474
      278120      -12112        -158
      278130      -11848        -428
      278140      -11740        -172
      278150      -11672         -40
      278160      -12008        -118
      278170      -11780        -310
      278180      -11648         -72
      278190      -11716        -216
      278200      -12108        -216
      278210      -11724        -296
      278220      -11772        -370
      278230      -11496        -338
      278240      -12004        -110
      278250      -11640        -144
      278260      -12052        -114
      278270      -11908         -76
      278280      -12292        -180
      278290      -12132        -318
      278300      -12088        -664
      278310      -11576        -834
      278320      -12132        -796
      278330      -11936        -920
      278340      -12280        -838
      278350      -12272        -858
      278360      -12236       -1134
      278370      -12092       -1288
      278380      -12064       -1012
      278390      -11800       -1288
      278400      -12220       -1078
      278410      -12128       -1032
      278420      -11876       -1114
      278430      -11904       -1250
      278440      -12236        -982
      278450      -12080        -756
      278460      -12128        -756
      278470      -12060        -570
      278480      -11852        -660
      278490      -12100        -794
      278500      -11884        -844
      278510      -12292        -764
      278520      -12216        -746
      278530      -12092        -746
      278540      -12308        -862
      278550      -12040        -854
      278560      -12220        -704
      278570      -12420        -598
      278580      -12292        -580
      278590      -12076        -590
      278600      -12064        -122
      278610      -12272          -2
      278620      -11784         118
      278630      -11960         -28
      278640      -12092        -680
      278650      -12444        -508
      278660      -12000        -338
      278670      -11976        -382
      278680      -12232        -402
      278690      -12008        -482
      278700      -12252         -14
      278710      -12140         122
      278720      -12484         -82
      278730      -12008        -218
      278740      -11816        -476
      278750      -12196        -540
      278760      -12112        -592
      278770      -11972        -392
      278780      -12240        -218
      278790      -12156         -48
      278800      -12540         -58
      278810      -12440         -84
      278820      -12464        -364
      278830      -12360        -194
      278840      -12248           6
      278850      -12408         -10
      278860      -12196         272
      278870      -12104         122
      278880      -12104         118
      278890      -12448         -90
      278900      -12612         138
      278910      -12308         166
      278920      -12572         246
      278930      -12336          92
      278940      -12364        -240
      278950      -12436          18
      278960      -12492           4
      278970      -12780         -62
      278980      -12632         -12
      278990      -12800          58
      279000      -12400         -14
      279010      -12716         -56
      279020      -12604        -266
      279030      -12296        -118
      279040      -12192          12
      279050      -12080         194
      279060      -12080         160
      279070      -12244        -188
      279080      -12376         -42
      279090      -11992         110
      279100      -12132         170
      279110      -12092         182
      279120      -12236         146
      279130      -11956         154
      279140      -12164         364
      279150      -12256         236
      279160      -11920         -48
      279170      -12064        -222
      279180      -12344        -366
      279190      -12316        -182
      279200      -11836        -202
      279210      -12104        -200
      279220      -11820         138
      279230      -11656         256
      279240      -11600         304
      279250      -12088         626
      279260      -12096         624
      279270      -11744         788
      279280      -12180         706
      279290      -11940         620
      279300      -12184         862
      279310      -11824         824
      279320      -11828         624
      279330      -11952         816
      279340      -12008        1150
      279350      -12344        1054
      279360      -12020        1134
      279370      -12196        1164
      279380      -12120        1280
      279390      -11944         880
      279400      -11872         802
      279410      -12072        1164
      279420      -12196        1248
      279430      -12472        1356
      279440      -12200        1406
      279450      -12292        1398
      279460      -12112        1464
      279470      -12272        1198
      279480      -12240        1312
      279490      -12072        1102
      279500      -12320        1086
      279510      -12108        1160
      279520      -11944        1546
      279530      -12064        1632
      279540      -11956        1408
      279550      -12336        1532
      279560      -11904        1772
      279570      -11916        2066
      279580      -11916        2066
      279590      -12032        1918
      279600      -11936        1896
      279610      -12288        1894
      279620      -12064        1680
      279630      -12008        1516
      279640      -12096        1542
      279650      -12180        1500
      279660      -11892        1814
      279670      -11840        1490
      279680      -11888        1690
      279690      -12032        1794
      279700      -12324        1892
      279710      -12412        1930
      279720      -12500        2140
      279730      -12620        2338
      279740      -12596        2438
      279750      -12332        2344
      279760      -12608        2124
      279770      -12332        2176
      279780      -11848        1840
      279790      -12120        1792
      279800      -12080        1942
      279810      -12508        1954
      279820      -12280        2020
      279830      -12172        1978
      279840      -12300        1996
      279850      -12312        1692
      279860      -12212        1914
      279870      -11984        1846
      279880      -12292        2036
      279890      -12340        2052
      279900      -12060        1998
      279910      -12204        2074
      279920      -12264        2086
      279930      -12040        2260
      279940      -12564        2338
      279950      -12372        2314
      279960      -12400        2294
      279970      -12400        2232
      279980      -12216        2260
      279990      -12620        2270
      280000      -12036        2472
      280010      -12008        2548
      280020      -12224        2382
      280030      -12748        2500
      280040      -12452        2600
      280050      -12388        2576
      280060      -12584        2674
      280070      -12464        2382
      280080      -12432        2404
      280090      -12340        2368
      280100      -12204        2802
      280110      -12392        2832
      280120      -12360        3012
      280130      -12616        2836
      280140      -12696        3002
      280150      -12448        3162
      280160      -12460        3014
      280170      -12448        2994
      280180      -12320        3014
      280190      -12716        3146
      280200      -12260        2774
      280210      -12268        2842
      280220      -12204        2794
      280230      -12280        2518
      280240      -12028        2514
      280250      -12008        2420
      280260      -12076        2408
      280270      -12112        2190
      280280      -12116        2236
      280290      -12052        2028
      280300      -11764        2016
      280310      -11988        1856
      280320      -12272        1840
      280330      -12028        1626
      280340      -12356        1626
      280350      -12396        1788
      280360      -12064        1724
      280370      -12052        1802
      280380      -12528        1850
      280390      -12076        1890
      280400      -11868        1656
      280410      -12260        1588
      280420      -11724        1580
      280430      -12260        1362
      280440      -11900        1406
      280450      -11984        1318
      280460      -11812        1212
      280470      -11732        1074
      280480      -12148         720
      280490      -11860         622
      280500      -11624         428
      280510      -11480         376
      280520      -11696         340
      280530      -11648         380
      280540      -11624         864
      280550      -11792         884
      280560      -11868         790
      280570      -11652         838
      280580      -12128         386
      280590      -11792         512
      280600      -11868         392
      280610      -12180         332
      280620      -11896         278
      280630      -11916         400
      280640      -11920         450
      280650      -12164         380
      280660      -12124         332
      280670      -11900         532
      280680      -11868         488
      280690      -11664         422
      280700      -11804         374
      280710      -11852         -48
      280720      -11924        -248
      280730      -11940        -454
      280740      -11744        -652
      280750      -11640        -484
      280760      -11968        -656
      280770      -12092        -940
      280780      -11916        -644
      280790      -11328        -458
      280800      -11824        -248
      280810      -12056        -292
      280820      -11900        -230
      280830      -11896        -470
      280840      -11812        -536
      280850      -11820        -570
      280860      -11656        -666
      280870      -11792        -602
      280880      -11920        -584
      280890      -11720        -800
      280900      -11880        -658
      280910      -11620        -840
      280920      -11620        -890
      280930      -11904        -850
      280940      -12044        -762
      280950      -11928        -890
      280960      -11704       -1004
      280970      -11792       -1006
      280980      -11952       -1394
      280990      -11876       -1382
      281000      -12116       -1198
      281010      -11572       -1264
      281020      -12208       -1252
      281030      -12300       -1286
      281040      -12012       -1350
      281050      -11900       -1090
      281060      -11992       -1052
      281070      -11988        -870
      281080      -12116        -948
      281090      -12148        -836
      281100      -12236        -722
      281110      -12068       -1008
      281120      -12124        -946
      281130      -12000       -1008
      281140      -12536       -1032
      281150      -12144        -878
      281160      -12484        -766
      281170      -12392        -696
      281180      -12080        -664
      281190      -12064        -738
      281200      -11804        -696
      281210      -11736        -210
      281220      -11860        -546
      281230      -12240        -334
      281240      -12372        -260
      281250      -12496          64
      281260      -12168         226
      281270      -12220         408
      281280      -12472         610
      281290      -11748         510
      281300      -11992         600
      281310      -11948         334
      281320      -12032         324
      281330      -12356         236
      281340      -12144         272
      281350      -12188         516
      281360      -12212         312
      281370      -12400         174
      281380      -11876         352
      281390      -11812         170
      281400      -11912          74
      281410      -11936        -244
      281420      -12192          46
      281430      -11928          40
      281440      -11860         408
      281450      -12132         220
      281460      -12388          22
      281470      -11980          92
      281480      -12192         194
      281490      -12076         240
      281500      -11788         374
      281510      -12208        1072
      281520      -12376        1292
      281530      -11980         974
      281540      -12068         820
      281550      -11872        1082
      281560      -12292        1006
      281570      -11904         868
      281580      -12016         974
      281590      -11808         772
      281600      -11912        1074
      281610      -12380        1390
      281620      -12328        1404
      281630      -12144        1390
      281640      -12124        1340
      281650      -12056        1432
      281660      -12448        1298
      281670      -11896        1144
      281680      -12052        1238
      281690      -12028        1580
      281700      -12280        1490
      281710      -12080        1812
      281720      -11972        1408
      281730      -11900        1536
      281740      -12124        1598
      281750      -12328        1636
      281760      -12468        1392
      281770      -12020        1440
      281780      -12264        1416
      281790      -12288        1300
      281800      -12204        1536
      281810      -12820        1436
      281820      -12628        1310
      281830      -12476        1404
      281840      -12188        1168
      281850      -12276        1426
      281860      -12172        1440
      281870      -11944        1128
      281880      -11532        1116
      281890      -11928        1152
      281900      -11644        1052
      281910      -11888         964
      281920      -11904         764
      281930      -11756         750
      281940      -11660         638
      281950      -11988         630
      281960      -12100         960
      281970      -12124        1154
      281980      -11996         970
      281990      -12252         796
      282000      -12240         616
      282010      -12188         712
      282020      -11784         808
      282030      -12180         842
      282040      -12000         988
      282050      -12028         744
      282060      -12260         772
      282070      -11832         984
      282080      -11808        1102
      282090      -11996        1118
      282100      -11760        1014
      282110      -12124        1202
      282120      -12068         910
      282130      -11848         828
      282140      -12088         668
      282150      -12124         606
      282160      -12088         732
      282170      -12548         672
      282180      -11996         668
      282190      -12164         872
      282200      -11956         796
      282210      -12120         946
      282220      -11824         878
      282230      -12072        1044
      282240      -12136         924
      282250      -11504        1142
      282260      -12240        1322
      282270      -12024        1248
      282280      -12136        1496
      282290      -12424        1378
      282300      -12028        1120
      282310      -12428        1090
      282320      -12068         926
      282330      -12392        1300
      282340      -12332        1134
      282350      -12032        1262
      282360      -12136        1170
      282370      -12308        1142
      282380      -12360         954
      282390      -12388        1034
      282400      -12160         978
      282410      -12164         782
      282420      -12180         946
      282430      -12048         912
      282440      -11868        1090
      282450      -12044        1234
      282460      -12304        1220
      282470      -12008        1044
      282480      -12224        1136
      282490      -12060        1200
      282500      -12440        1234
      282510      -12424        1316
      282520      -12088        1314
      282530      -12176        1372
      282540      -11736        1466
      282550      -12040        1488
      282560      -12296        1416
      282570      -12240        1252
      282580      -12324        1136
      282590      -12080        1176
      282600      -12260         770
      282610      -12268         778
      282620      -11940         792
      282630      -12440         722
      282640      -12024         644
      282650      -12212         956
      282660      -12404         608
      282670      -11924         772
      282680      -12124         902
      282690      -12280         752
      282700      -12188         782
      282710      -11688         904
      282720      -12348         990
      282730      -12004        1052
      282740      -12224        1228
      282750      -12068        1332
      282760      -12124        1330
      282770      -12108        1108
      282780      -12192         928
      282790      -12192         584
      282800      -12184         704
      282810      -12136         662
      282820      -12296         482
      282830      -11924         630
      282840      -11896         676
      282850      -12220        1006
      282860      -11984         950
      282870      -12196        1176
      282880      -11912        1336
      282890      -11984        1136
      282900      -12180         810
      282910      -12040         706
      282920      -11964         608
      282930      -11900         696
      282940      -11656         336
      282950      -11884         426
      282960      -11748         150
      282970      -11648          82
      282980      -12008         298
      282990      -11840         404
      283000      -11776         376
      283010      -11984         384
      283020      -11852         290
      283030      -12380         278
      283040      -11952         172
      283050      -12100         -32
      283060      -11976        -444
      283070      -11660        -268
      283080      -11836        -216
      283090      -11904        -234
      283100      -12280         -14
      283110      -12028         -88
      283120      -11992          84
      283130      -11776         174
      283140      -11840          64
      283150      -11976         170
      283160      -11868          22
      283170      -11728         148
      283180      -11788         182
      283190      -11900        -354
      283200      -11912        -164
      283210      -11952        -240
      283220      -11816        -282
      283230      -11804        -454
      283240      -11956         -72
      283250      -11940          -8
      283260      -11992         -84
      283270      -12256        -488
      283280      -12072        -708
      283290      -11820        -340
      283300      -11800        -392
      283310      -11896        -572
      283320      -12116        -358
      283330      -12260        -378
      283340      -12500         -72
      283350      -12080        -296
      283360      -12280        -384
      283370      -12356        -452
      283380      -12220        -590
      283390      -12200        -514
      283400      -12396        -458
      283410      -12216        -550
      283420      -12332        -348
      283430      -11860        -742
      283440      -12068        -852
      283450      -12152        -766
      283460      -12476        -740
      283470      -12332        -364
      283480      -11968        -332
      283490      -12148        -638
      283500      -12088        -518
      283510      -12488        -362
      283520      -12200        -450
      283530      -11924        -674
      283540      -11980       -1052
      283550      -11792       -1176
      283560      -12288       -1038
      283570      -12232        -840
      283580      -12496        -990
      283590      -11796       -1214
      283600      -12008       -1180
      283610      -12092       -1238
      283620      -12196       -1384
      283630      -12352       -1298
      283640      -12036       -1268
      283650      -12220       -1336
      283660      -11672       -1502
      283670      -12008       -1538
      283680      -12248       -1774
      283690      -12140       -1774
      283700      -11896       -1838
      283710      -12100       -1870
      283720      -11812       -1454
      283730      -11556       -1492
      283740      -11756       -1410
      283750      -12112       -1504
      283760      -11888       -1584
      283770      -12020       -1570
      283780      -11616       -1672
      283790      -11808       -1700
      283800      -11932       -1470
      283810      -11864       -1482
      283820      -11520       -1440
      283830      -11756       -1584
      283840      -11512       -1466
      283850      -11696       -1248
      283860      -11928       -1256
      283870      -11868       -1186
      283880      -11820       -1358
      283890      -12008       -1588
      283900      -11656       -1332
      283910      -11468       -1460
      283920      -11676       -1188
      283930      -11840       -1368
      283940      -12044       -1506
      283950      -11776       -1264
      283960      -11652       -1100
      283970      -11700       -1156
      283980      -11664        -974
      283990      -11872        -732
      284000      -11892       -1198
      284010      -12096       -1450
      284020      -11604       -1278
      284030      -11652       -1130
      284040      -11520        -968
      284050      -11640        -632
      284060      -11956        -702
      284070      -12136       -1022
      284080      -12152       -1098
      284090      -11832        -898
      284100      -11636        -790
      284110      -12048        -410
      284120      -11972         -88
      284130      -11632        -180
      284140      -11980           0
      284150      -11928         202
      284160      -11836         206
      284170      -12220         166
      284180      -11900         174
      284190      -12152          78
      284200      -11924          48
      284210      -12160         -36
      284220      -12092         -44
      284230      -11932        -112
      284240      -11948           8
      284250      -12184        -150
      284260      -11848        -156
      284270      -11868         -76
      284280      -11648        -360
      284290      -11552        -118
      284300      -11728        -420
      284310      -11888        -486
      284320      -11744        -696
      284330      -11896        -552
      284340      -11928        -320
      284350      -11988        -316
      284360      -11808        -546
      284370      -11736        -370
      284380      -11936        -264
      284390      -12104        -512
      284400      -11960        -508
      284410      -12380        -342
      284420      -12048        -204
      284430      -11956        -128
      284440      -11876          16
      284450      -12048         146
      284460      -11876         222
      284470      -11928         306
      284480      -11932         452
      284490      -11640          34
      284500      -11848         -76
      284510      -11636        -172
      284520      -12292         -62
      284530      -11712         214
      284540      -11496          38
