 # L =          100
     # Time          E          M
      148700      -16236       -8466
      148710      -16384       -8544
      148720      -16564       -8564
      148730      -16768       -8644
      148740      -16784       -8684
      148750      -16468       -8570
      148760      -16460       -8578
      148770      -16416       -8556
      148780      -16260       -8578
      148790      -16504       -8686
      148800      -16820       -8710
      148810      -16932       -8834
      148820      -16716       -8690
      148830      -16692       -8730
      148840      -17108       -8916
      148850      -17216       -9034
      148860      -16944       -8902
      148870      -16460       -8714
      148880      -16828       -8842
      148890      -16428       -8642
      148900      -16524       -8670
      148910      -16508       -8640
      148920      -16492       -8616
      148930      -16812       -8702
      148940      -16732       -8778
      148950      -16912       -8824
      148960      -16648       -8712
      148970      -16860       -8806
      148980      -16628       -8688
      148990      -16516       -8700
      149000      -16708       -8700
      149010      -16820       -8786
      149020      -16856       -8764
      149030      -16144       -8582
      149040      -16360       -8540
      149050      -16592       -8656
      149060      -16908       -8812
      149070      -16656       -8792
      149080      -16708       -8758
      149090      -16716       -8798
      149100      -16652       -8698
      149110      -16652       -8726
      149120      -16348       -8578
      149130      -16732       -8724
      149140      -16604       -8736
      149150      -16460       -8692
      149160      -16644       -8776
      149170      -16788       -8882
      149180      -16676       -8770
      149190      -16528       -8746
      149200      -16524       -8744
      149210      -16680       -8802
      149220      -16540       -8732
      149230      -16640       -8754
      149240      -16820       -8860
      149250      -16720       -8796
      149260      -16728       -8802
      149270      -16684       -8774
      149280      -16904       -8842
      149290      -16644       -8818
      149300      -16544       -8710
      149310      -16596       -8700
      149320      -16532       -8760
      149330      -16904       -8862
      149340      -16828       -8892
      149350      -16964       -9018
      149360      -17008       -8980
      149370      -16876       -8916
      149380      -17004       -8874
      149390      -16488       -8766
      149400      -16748       -8808
      149410      -16700       -8818
      149420      -16588       -8802
      149430      -16740       -8862
      149440      -16904       -8890
      149450      -17148       -9038
      149460      -16792       -8902
      149470      -16924       -8942
      149480      -16956       -8944
      149490      -16924       -8976
      149500      -17024       -8930
      149510      -16924       -8938
      149520      -16536       -8738
      149530      -16496       -8700
      149540      -16500       -8708
      149550      -16508       -8640
      149560      -15804       -8332
      149570      -16764       -8770
      149580      -16596       -8646
      149590      -16692       -8722
      149600      -16588       -8710
      149610      -16788       -8858
      149620      -16744       -8766
      149630      -16480       -8658
      149640      -16572       -8712
      149650      -16372       -8512
      149660      -16780       -8676
      149670      -16600       -8634
      149680      -16804       -8632
      149690      -16576       -8578
      149700      -16432       -8448
      149710      -16708       -8572
      149720      -16536       -8456
      149730      -16700       -8674
      149740      -16732       -8696
      149750      -16692       -8696
      149760      -16560       -8670
      149770      -16448       -8558
      149780      -16332       -8462
      149790      -16152       -8412
      149800      -16152       -8380
      149810      -16544       -8516
      149820      -16372       -8440
      149830      -16676       -8596
      149840      -16432       -8494
      149850      -16724       -8608
      149860      -16444       -8464
      149870      -16308       -8436
      149880      -16292       -8442
      149890      -16524       -8486
      149900      -16416       -8608
      149910      -16748       -8758
      149920      -16732       -8748
      149930      -16468       -8604
      149940      -16708       -8730
      149950      -16920       -8834
      149960      -16852       -8820
      149970      -16664       -8740
      149980      -16720       -8706
      149990      -16708       -8716
      150000      -16680       -8698
      150010      -16424       -8680
      150020      -16580       -8732
      150030      -16736       -8796
      150040      -16884       -8844
      150050      -16604       -8688
      150060      -16296       -8492
      150070      -16460       -8492
      150080      -16520       -8504
      150090      -16684       -8610
      150100      -16508       -8548
      150110      -16524       -8644
      150120      -16412       -8638
      150130      -16500       -8688
      150140      -16468       -8688
      150150      -16628       -8630
      150160      -16556       -8616
      150170      -16532       -8538
      150180      -16540       -8606
      150190      -16612       -8626
      150200      -16412       -8542
      150210      -16928       -8772
      150220      -16392       -8608
      150230      -16720       -8732
      150240      -16752       -8836
      150250      -16732       -8784
      150260      -16700       -8786
      150270      -16744       -8748
      150280      -16848       -8836
      150290      -16904       -8924
      150300      -16584       -8764
      150310      -16624       -8774
      150320      -16848       -8858
      150330      -16576       -8714
      150340      -16648       -8702
      150350      -16580       -8690
      150360      -16200       -8530
      150370      -16420       -8620
      150380      -16436       -8594
      150390      -16660       -8706
      150400      -16564       -8652
      150410      -16680       -8696
      150420      -16908       -8856
      150430      -16524       -8732
      150440      -16768       -8742
      150450      -16560       -8736
      150460      -17000       -8890
      150470      -16980       -8852
      150480      -16508       -8720
      150490      -16544       -8728
      150500      -16824       -8840
      150510      -16644       -8850
      150520      -16812       -8898
      150530      -16736       -8842
      150540      -16768       -8816
      150550      -16900       -8870
      150560      -16800       -8828
      150570      -16824       -8846
      150580      -16524       -8716
      150590      -16512       -8730
      150600      -16504       -8716
      150610      -16584       -8724
      150620      -17040       -8896
      150630      -16844       -8846
      150640      -17116       -8880
      150650      -16832       -8884
      150660      -16564       -8740
      150670      -16696       -8776
      150680      -16704       -8764
      150690      -16904       -8886
      150700      -16688       -8800
      150710      -16852       -8844
      150720      -16732       -8704
      150730      -16508       -8720
      150740      -16496       -8734
      150750      -16480       -8696
      150760      -16832       -8828
      150770      -16720       -8754
      150780      -16484       -8608
      150790      -16996       -8840
      150800      -16960       -8726
      150810      -16592       -8614
      150820      -16468       -8628
      150830      -16720       -8760
      150840      -16644       -8764
      150850      -16848       -8782
      150860      -16560       -8608
      150870      -16556       -8576
      150880      -16356       -8518
      150890      -16472       -8478
      150900      -16212       -8348
      150910      -16568       -8500
      150920      -16592       -8422
      150930      -16436       -8448
      150940      -16488       -8322
      150950      -16600       -8374
      150960      -16292       -8372
      150970      -15972       -8166
      150980      -16308       -8388
      150990      -16312       -8392
      151000      -16200       -8356
      151010      -16256       -8288
      151020      -16100       -8202
      151030      -16264       -8238
      151040      -16456       -8348
      151050      -16416       -8286
      151060      -16396       -8352
      151070      -16392       -8362
      151080      -16372       -8342
      151090      -16340       -8330
      151100      -16560       -8390
      151110      -16368       -8292
      151120      -16452       -8392
      151130      -16528       -8452
      151140      -16352       -8408
      151150      -16408       -8458
      151160      -16720       -8552
      151170      -16624       -8476
      151180      -16668       -8608
      151190      -16692       -8612
      151200      -16512       -8492
      151210      -16472       -8474
      151220      -16412       -8458
      151230      -16416       -8496
      151240      -16604       -8562
      151250      -16136       -8360
      151260      -16080       -8372
      151270      -16468       -8520
      151280      -16768       -8648
      151290      -16320       -8418
      151300      -16388       -8488
      151310      -16552       -8498
      151320      -16232       -8378
      151330      -16308       -8404
      151340      -16300       -8352
      151350      -16276       -8374
      151360      -16468       -8506
      151370      -16528       -8560
      151380      -16672       -8544
      151390      -16404       -8528
      151400      -16504       -8506
      151410      -16636       -8608
      151420      -16184       -8348
      151430      -16056       -8238
      151440      -15964       -8128
      151450      -16264       -8300
      151460      -16016       -8154
      151470      -16072       -8292
      151480      -16120       -8304
      151490      -16112       -8278
      151500      -16216       -8278
      151510      -16192       -8294
      151520      -16272       -8334
      151530      -16236       -8318
      151540      -16396       -8304
      151550      -16368       -8328
      151560      -16692       -8506
      151570      -16692       -8558
      151580      -16260       -8290
      151590      -16480       -8382
      151600      -16280       -8416
      151610      -16580       -8528
      151620      -16372       -8484
      151630      -16468       -8600
      151640      -16288       -8562
      151650      -16648       -8664
      151660      -16780       -8738
      151670      -16652       -8636
      151680      -16564       -8536
      151690      -16896       -8692
      151700      -16612       -8678
      151710      -16668       -8618
      151720      -16356       -8482
      151730      -16872       -8768
      151740      -16756       -8728
      151750      -16896       -8828
      151760      -16596       -8688
      151770      -16752       -8698
      151780      -16400       -8518
      151790      -16320       -8574
      151800      -16616       -8654
      151810      -16588       -8654
      151820      -16612       -8754
      151830      -16868       -8820
      151840      -16648       -8808
      151850      -16512       -8688
      151860      -16428       -8662
      151870      -16612       -8674
      151880      -16468       -8620
      151890      -16796       -8758
      151900      -16656       -8738
      151910      -16340       -8608
      151920      -16552       -8658
      151930      -16632       -8710
      151940      -16312       -8562
      151950      -16568       -8638
      151960      -16328       -8536
      151970      -16372       -8486
      151980      -16244       -8444
      151990      -16592       -8592
      152000      -16292       -8490
      152010      -16432       -8592
      152020      -16536       -8650
      152030      -16692       -8694
      152040      -17008       -8910
      152050      -17044       -8942
      152060      -17020       -8960
      152070      -16960       -8916
      152080      -16856       -8912
      152090      -16896       -8834
      152100      -16680       -8790
      152110      -17012       -8950
      152120      -16892       -8854
      152130      -16932       -8904
      152140      -16604       -8764
      152150      -16748       -8786
      152160      -16724       -8782
      152170      -16808       -8796
      152180      -16596       -8702
      152190      -16512       -8614
      152200      -16436       -8634
      152210      -16732       -8740
      152220      -16564       -8660
      152230      -16564       -8678
      152240      -16372       -8582
      152250      -16608       -8698
      152260      -16440       -8678
      152270      -16704       -8794
      152280      -16548       -8740
      152290      -16736       -8848
      152300      -16796       -8840
      152310      -16712       -8798
      152320      -16488       -8786
      152330      -16744       -8836
      152340      -16624       -8796
      152350      -16804       -8882
      152360      -16876       -8880
      152370      -16812       -8842
      152380      -16800       -8854
      152390      -16876       -8876
      152400      -16888       -8894
      152410      -17012       -8870
      152420      -16732       -8816
      152430      -16612       -8732
      152440      -16628       -8738
      152450      -16572       -8758
      152460      -16660       -8680
      152470      -16372       -8590
      152480      -16520       -8628
      152490      -16348       -8498
      152500      -16160       -8378
      152510      -16224       -8408
      152520      -16584       -8552
      152530      -16416       -8546
      152540      -16812       -8672
      152550      -16512       -8572
      152560      -16540       -8610
      152570      -16404       -8600
      152580      -16504       -8602
      152590      -16744       -8696
      152600      -16516       -8626
      152610      -16496       -8646
      152620      -16832       -8846
      152630      -16500       -8676
      152640      -16412       -8620
      152650      -16776       -8802
      152660      -16632       -8740
      152670      -16728       -8738
      152680      -16600       -8712
      152690      -16696       -8796
      152700      -16732       -8778
      152710      -16696       -8792
      152720      -16520       -8622
      152730      -16476       -8596
      152740      -16472       -8600
      152750      -16484       -8534
      152760      -16520       -8554
      152770      -16400       -8568
      152780      -16628       -8642
      152790      -16496       -8592
      152800      -16860       -8828
      152810      -16712       -8742
      152820      -16724       -8716
      152830      -16636       -8724
      152840      -16692       -8660
      152850      -16472       -8626
      152860      -16556       -8628
      152870      -16348       -8494
      152880      -16272       -8498
      152890      -16272       -8428
      152900      -16540       -8548
      152910      -16136       -8392
      152920      -16512       -8512
      152930      -16160       -8340
      152940      -16592       -8506
      152950      -16488       -8558
      152960      -16708       -8692
      152970      -16572       -8660
      152980      -16720       -8634
      152990      -16564       -8616
      153000      -16616       -8630
      153010      -16328       -8460
      153020      -16136       -8364
      153030      -16468       -8500
      153040      -16408       -8528
      153050      -16420       -8476
      153060      -16700       -8618
      153070      -16404       -8518
      153080      -16844       -8644
      153090      -16540       -8560
      153100      -16404       -8472
      153110      -16744       -8604
      153120      -16316       -8388
      153130      -16440       -8494
      153140      -16412       -8546
      153150      -16708       -8608
      153160      -16436       -8550
      153170      -16472       -8512
      153180      -16632       -8668
      153190      -16440       -8666
      153200      -16692       -8748
      153210      -16732       -8852
      153220      -16788       -8830
      153230      -16532       -8714
      153240      -16968       -8888
      153250      -17008       -8848
      153260      -16632       -8752
      153270      -16868       -8892
      153280      -16844       -8868
      153290      -16768       -8800
      153300      -16672       -8698
      153310      -16360       -8616
      153320      -16400       -8620
      153330      -16680       -8720
      153340      -16840       -8786
      153350      -16736       -8746
      153360      -16536       -8658
      153370      -16604       -8670
      153380      -16596       -8652
      153390      -16604       -8626
      153400      -16364       -8562
      153410      -16412       -8570
      153420      -16724       -8652
      153430      -16864       -8674
      153440      -16424       -8594
      153450      -16800       -8698
      153460      -16788       -8734
      153470      -16680       -8676
      153480      -16860       -8750
      153490      -16800       -8714
      153500      -16600       -8678
      153510      -16704       -8718
      153520      -16568       -8646
      153530      -16108       -8468
      153540      -16360       -8598
      153550      -16440       -8612
      153560      -16440       -8660
      153570      -16728       -8664
      153580      -16388       -8516
      153590      -16212       -8442
      153600      -15872       -8282
      153610      -16372       -8470
      153620      -16376       -8508
      153630      -16240       -8486
      153640      -16460       -8604
      153650      -16476       -8620
      153660      -16592       -8712
      153670      -16656       -8778
      153680      -16808       -8808
      153690      -16868       -8828
      153700      -16680       -8642
      153710      -16648       -8706
      153720      -16544       -8598
      153730      -16436       -8580
      153740      -16280       -8482
      153750      -16600       -8572
      153760      -16444       -8476
      153770      -16340       -8454
      153780      -16352       -8432
      153790      -16256       -8402
      153800      -16424       -8538
      153810      -16636       -8660
      153820      -16544       -8710
      153830      -16740       -8798
      153840      -16484       -8664
      153850      -16704       -8778
      153860      -16364       -8650
      153870      -16704       -8764
      153880      -16656       -8796
      153890      -16380       -8632
      153900      -16540       -8678
      153910      -16520       -8620
      153920      -16248       -8454
      153930      -16288       -8564
      153940      -16460       -8574
      153950      -16436       -8600
      153960      -16368       -8580
      153970      -16492       -8652
      153980      -16360       -8522
      153990      -16824       -8760
      154000      -16704       -8772
      154010      -16732       -8752
      154020      -16616       -8690
      154030      -16624       -8742
      154040      -16636       -8698
      154050      -16560       -8662
      154060      -16600       -8702
      154070      -16796       -8794
      154080      -16540       -8618
      154090      -16376       -8564
      154100      -16404       -8622
      154110      -16272       -8586
      154120      -16536       -8706
      154130      -16512       -8716
      154140      -16600       -8744
      154150      -17052       -8914
      154160      -16636       -8782
      154170      -16576       -8722
      154180      -16604       -8732
      154190      -16936       -8804
      154200      -16744       -8792
      154210      -16592       -8796
      154220      -17100       -8934
      154230      -16784       -8830
      154240      -16796       -8892
      154250      -16924       -8916
      154260      -16876       -8888
      154270      -16872       -8906
      154280      -16940       -8862
      154290      -16572       -8674
      154300      -16848       -8784
      154310      -16704       -8730
      154320      -16560       -8692
      154330      -16948       -8850
      154340      -16544       -8678
      154350      -16532       -8614
      154360      -16220       -8532
      154370      -16796       -8798
      154380      -16672       -8788
      154390      -16396       -8622
      154400      -16552       -8650
      154410      -16412       -8640
      154420      -16820       -8742
      154430      -16708       -8746
      154440      -16740       -8830
      154450      -16880       -8896
      154460      -16652       -8760
      154470      -16420       -8692
      154480      -16708       -8822
      154490      -16604       -8724
      154500      -16792       -8890
      154510      -17000       -8948
      154520      -16868       -8834
      154530      -16724       -8690
      154540      -16600       -8712
      154550      -16588       -8728
      154560      -16624       -8732
      154570      -16740       -8766
      154580      -16316       -8616
      154590      -16668       -8688
      154600      -16944       -8708
      154610      -16412       -8610
      154620      -16540       -8628
      154630      -16704       -8708
      154640      -16656       -8732
      154650      -16436       -8588
      154660      -16764       -8770
      154670      -16828       -8848
      154680      -16676       -8780
      154690      -17076       -8946
      154700      -16876       -8882
      154710      -16808       -8834
      154720      -16752       -8830
      154730      -16928       -8886
      154740      -16516       -8716
      154750      -16608       -8782
      154760      -16820       -8864
      154770      -16852       -8884
      154780      -16636       -8824
      154790      -17004       -8936
      154800      -16896       -8918
      154810      -16816       -8866
      154820      -16624       -8740
      154830      -16708       -8726
      154840      -16932       -8850
      154850      -16612       -8664
      154860      -16572       -8716
      154870      -16664       -8754
      154880      -16768       -8722
      154890      -16304       -8586
      154900      -16320       -8490
      154910      -16296       -8508
      154920      -16444       -8552
      154930      -16460       -8532
      154940      -16504       -8512
      154950      -16600       -8578
      154960      -16480       -8540
      154970      -16536       -8636
      154980      -16712       -8714
      154990      -16576       -8694
      155000      -16732       -8756
      155010      -16380       -8562
      155020      -16460       -8572
      155030      -16556       -8610
      155040      -16696       -8708
      155050      -16568       -8658
      155060      -16496       -8674
      155070      -16380       -8564
      155080      -16672       -8676
      155090      -16392       -8610
      155100      -16712       -8754
      155110      -16476       -8616
      155120      -16684       -8708
      155130      -16268       -8510
      155140      -16364       -8442
      155150      -16624       -8612
      155160      -16488       -8554
      155170      -16520       -8550
      155180      -16508       -8558
      155190      -16816       -8750
      155200      -16648       -8662
      155210      -16592       -8696
      155220      -16384       -8676
      155230      -16752       -8818
      155240      -16776       -8774
      155250      -16628       -8736
      155260      -16592       -8724
      155270      -16664       -8784
      155280      -16632       -8746
      155290      -16804       -8778
      155300      -16992       -8836
      155310      -16844       -8808
      155320      -16588       -8640
      155330      -16540       -8630
      155340      -16688       -8636
      155350      -16576       -8630
      155360      -16776       -8752
      155370      -16508       -8702
      155380      -16336       -8562
      155390      -16564       -8578
      155400      -16280       -8506
      155410      -16560       -8578
      155420      -16264       -8460
      155430      -16660       -8700
      155440      -16432       -8562
      155450      -16364       -8554
      155460      -16696       -8686
      155470      -16556       -8662
      155480      -17100       -8880
      155490      -16784       -8806
      155500      -16308       -8664
      155510      -16596       -8734
      155520      -17024       -8864
      155530      -16632       -8780
      155540      -16484       -8690
      155550      -16688       -8712
      155560      -16580       -8688
      155570      -16744       -8732
      155580      -16876       -8794
      155590      -16892       -8784
      155600      -16692       -8674
      155610      -16796       -8774
      155620      -16664       -8692
      155630      -16592       -8672
      155640      -16488       -8618
      155650      -16432       -8656
      155660      -16636       -8624
      155670      -16696       -8708
      155680      -16288       -8580
      155690      -16536       -8666
      155700      -16268       -8580
      155710      -16276       -8526
      155720      -16576       -8566
      155730      -16256       -8502
      155740      -16488       -8690
      155750      -16648       -8746
      155760      -16684       -8756
      155770      -16396       -8594
      155780      -16480       -8618
      155790      -16524       -8664
      155800      -16576       -8622
      155810      -16480       -8642
      155820      -16800       -8728
      155830      -16412       -8576
      155840      -16596       -8638
      155850      -16620       -8678
      155860      -16256       -8566
      155870      -16636       -8748
      155880      -16628       -8714
      155890      -16580       -8622
      155900      -16820       -8686
      155910      -16340       -8580
      155920      -16380       -8572
      155930      -16412       -8556
      155940      -16680       -8770
      155950      -16636       -8674
      155960      -16568       -8696
      155970      -16676       -8786
      155980      -16716       -8818
      155990      -16616       -8820
      156000      -16800       -8816
      156010      -16756       -8850
      156020      -17024       -8938
      156030      -16484       -8746
      156040      -16660       -8828
      156050      -16968       -8946
      156060      -16860       -8878
      156070      -17152       -8902
      156080      -16952       -8870
      156090      -16608       -8750
      156100      -16724       -8760
      156110      -16604       -8700
      156120      -16764       -8804
      156130      -16844       -8846
      156140      -16692       -8854
      156150      -16660       -8830
      156160      -16716       -8796
      156170      -17052       -8930
      156180      -17040       -8974
      156190      -17052       -8978
      156200      -16960       -8926
      156210      -16508       -8724
      156220      -16776       -8842
      156230      -16788       -8784
      156240      -16760       -8822
      156250      -16812       -8798
      156260      -16760       -8840
      156270      -16580       -8726
      156280      -16596       -8776
      156290      -16284       -8602
      156300      -16796       -8790
      156310      -16764       -8810
      156320      -16876       -8826
      156330      -16360       -8644
      156340      -16564       -8692
      156350      -16368       -8538
      156360      -16324       -8514
      156370      -16396       -8596
      156380      -16860       -8796
      156390      -16752       -8792
      156400      -16524       -8622
      156410      -16500       -8614
      156420      -16468       -8614
      156430      -16668       -8684
      156440      -16760       -8716
      156450      -16588       -8734
      156460      -16460       -8600
      156470      -16264       -8524
      156480      -16576       -8596
      156490      -16768       -8716
      156500      -16580       -8640
      156510      -16608       -8692
      156520      -16396       -8682
      156530      -16696       -8776
      156540      -16496       -8746
      156550      -17116       -8978
      156560      -16744       -8812
      156570      -16608       -8748
      156580      -16932       -8850
      156590      -16352       -8684
      156600      -16724       -8790
      156610      -16536       -8732
      156620      -16772       -8786
      156630      -16640       -8752
      156640      -16844       -8864
      156650      -16776       -8834
      156660      -16428       -8682
      156670      -16368       -8654
      156680      -16720       -8712
      156690      -16656       -8688
      156700      -16904       -8818
      156710      -16692       -8738
      156720      -16712       -8822
      156730      -16624       -8754
      156740      -16592       -8722
      156750      -16796       -8702
      156760      -16628       -8766
      156770      -16816       -8810
      156780      -16348       -8598
      156790      -16784       -8786
      156800      -16860       -8868
      156810      -16984       -8858
      156820      -16668       -8748
      156830      -16424       -8656
      156840      -16728       -8762
      156850      -16832       -8842
      156860      -16444       -8722
      156870      -16656       -8816
      156880      -16836       -8864
      156890      -16652       -8782
      156900      -16668       -8690
      156910      -16756       -8782
      156920      -16664       -8768
      156930      -16500       -8660
      156940      -16820       -8838
      156950      -16804       -8844
      156960      -16668       -8808
      156970      -16560       -8698
      156980      -16676       -8646
      156990      -16340       -8490
      157000      -16308       -8462
      157010      -16480       -8534
      157020      -16496       -8634
      157030      -16728       -8714
      157040      -16552       -8652
      157050      -16368       -8640
      157060      -17040       -8896
      157070      -16628       -8738
      157080      -16924       -8816
      157090      -16496       -8686
      157100      -16668       -8732
      157110      -16584       -8666
      157120      -16172       -8620
      157130      -16636       -8744
      157140      -16728       -8834
      157150      -16916       -8884
      157160      -16944       -8924
      157170      -16580       -8784
      157180      -17008       -8912
      157190      -16616       -8802
      157200      -16992       -8948
      157210      -16796       -8818
      157220      -16620       -8684
      157230      -16584       -8688
      157240      -16716       -8728
      157250      -16336       -8598
      157260      -16568       -8658
      157270      -16624       -8714
      157280      -16976       -8820
      157290      -16800       -8772
      157300      -16784       -8788
      157310      -16592       -8728
      157320      -16888       -8810
      157330      -16636       -8764
      157340      -16440       -8694
      157350      -16844       -8730
      157360      -16648       -8660
      157370      -16684       -8702
      157380      -16716       -8800
      157390      -16676       -8742
      157400      -16960       -8898
      157410      -17068       -8954
      157420      -16464       -8748
      157430      -16732       -8810
      157440      -16516       -8716
      157450      -16776       -8786
      157460      -16376       -8610
      157470      -16296       -8542
      157480      -16352       -8522
      157490      -16388       -8644
      157500      -16316       -8596
      157510      -16532       -8658
      157520      -16748       -8742
      157530      -16652       -8746
      157540      -16796       -8818
      157550      -16436       -8624
      157560      -16728       -8772
      157570      -16564       -8696
      157580      -16772       -8750
      157590      -16752       -8778
      157600      -16636       -8698
      157610      -16380       -8598
      157620      -16356       -8486
      157630      -16432       -8506
      157640      -16240       -8480
      157650      -16436       -8622
      157660      -16600       -8624
      157670      -16648       -8638
      157680      -16448       -8646
      157690      -16612       -8690
      157700      -16764       -8816
      157710      -16712       -8808
      157720      -16816       -8846
      157730      -16800       -8812
      157740      -16880       -8888
      157750      -16956       -8912
      157760      -16732       -8812
      157770      -16632       -8780
      157780      -16564       -8666
      157790      -16704       -8740
      157800      -16848       -8764
      157810      -16556       -8620
      157820      -16688       -8656
      157830      -16436       -8618
      157840      -16524       -8664
      157850      -16500       -8612
      157860      -16236       -8482
      157870      -16336       -8438
      157880      -16396       -8476
      157890      -16228       -8414
      157900      -16388       -8472
      157910      -16256       -8378
      157920      -16588       -8526
      157930      -16568       -8544
      157940      -16464       -8596
      157950      -16780       -8662
      157960      -16980       -8806
      157970      -16520       -8620
      157980      -16500       -8594
      157990      -16516       -8676
      158000      -16432       -8582
      158010      -16532       -8630
      158020      -16584       -8642
      158030      -16664       -8694
      158040      -16776       -8710
      158050      -16440       -8532
      158060      -16720       -8658
      158070      -16836       -8746
      158080      -16680       -8662
      158090      -16548       -8604
      158100      -16440       -8488
      158110      -16500       -8608
      158120      -16664       -8682
      158130      -16536       -8684
      158140      -16604       -8728
      158150      -16144       -8524
      158160      -16688       -8708
      158170      -16764       -8750
      158180      -16832       -8816
      158190      -16772       -8794
      158200      -16996       -8910
      158210      -16972       -8904
      158220      -16712       -8790
      158230      -16404       -8676
      158240      -16500       -8706
      158250      -16936       -8876
      158260      -17116       -8986
      158270      -16840       -8886
      158280      -16748       -8830
      158290      -16728       -8894
      158300      -16804       -8898
      158310      -16876       -8856
      158320      -16716       -8788
      158330      -16800       -8854
      158340      -16836       -8858
      158350      -16684       -8828
      158360      -16564       -8750
      158370      -16680       -8798
      158380      -16812       -8826
      158390      -16648       -8790
      158400      -16784       -8830
      158410      -16728       -8780
      158420      -16368       -8608
      158430      -16568       -8620
      158440      -16496       -8596
      158450      -16572       -8582
      158460      -16608       -8602
      158470      -16824       -8648
      158480      -16472       -8546
      158490      -16532       -8586
      158500      -16696       -8626
      158510      -16612       -8556
      158520      -16568       -8538
      158530      -16472       -8496
      158540      -16716       -8628
      158550      -16324       -8470
      158560      -16508       -8486
      158570      -16360       -8396
      158580      -16508       -8510
      158590      -16208       -8484
      158600      -16624       -8650
      158610      -16272       -8538
      158620      -16852       -8756
      158630      -16584       -8638
      158640      -16520       -8718
      158650      -16756       -8762
      158660      -16648       -8808
      158670      -16928       -8934
      158680      -16952       -8918
      158690      -16756       -8832
      158700      -16584       -8708
      158710      -16756       -8762
      158720      -16536       -8648
      158730      -16316       -8594
      158740      -17032       -8900
      158750      -16652       -8754
      158760      -16976       -8876
      158770      -17220       -8958
      158780      -16680       -8746
      158790      -16524       -8754
      158800      -16676       -8780
      158810      -16864       -8866
      158820      -16748       -8870
      158830      -16760       -8854
      158840      -16956       -8906
      158850      -16868       -8868
      158860      -17232       -9066
      158870      -16696       -8836
      158880      -16820       -8906
      158890      -16628       -8802
      158900      -16588       -8714
      158910      -16692       -8844
      158920      -16588       -8740
      158930      -16512       -8730
      158940      -16656       -8776
      158950      -16420       -8668
      158960      -17072       -8936
      158970      -16712       -8844
      158980      -16708       -8828
      158990      -17048       -8912
      159000      -16504       -8688
      159010      -16500       -8688
      159020      -16556       -8646
      159030      -16548       -8672
      159040      -16704       -8786
      159050      -16752       -8776
      159060      -16816       -8856
      159070      -16768       -8770
      159080      -16664       -8758
      159090      -16840       -8790
      159100      -16636       -8742
      159110      -16464       -8692
      159120      -16664       -8658
      159130      -16840       -8720
      159140      -16540       -8656
      159150      -16584       -8670
      159160      -16580       -8694
      159170      -16544       -8710
      159180      -16360       -8658
      159190      -16788       -8806
      159200      -16648       -8738
      159210      -16876       -8810
      159220      -16612       -8694
      159230      -16720       -8814
      159240      -16532       -8690
      159250      -16572       -8686
      159260      -16776       -8700
      159270      -16452       -8638
      159280      -16432       -8640
      159290      -16372       -8598
      159300      -16396       -8594
      159310      -16436       -8636
      159320      -16532       -8704
      159330      -16368       -8572
      159340      -16412       -8588
      159350      -16440       -8540
      159360      -16536       -8596
      159370      -16816       -8792
      159380      -16740       -8808
      159390      -16784       -8858
      159400      -16468       -8760
      159410      -16824       -8948
      159420      -16996       -8938
      159430      -16664       -8816
      159440      -16792       -8776
      159450      -16488       -8670
      159460      -16876       -8802
      159470      -16428       -8640
      159480      -16388       -8616
      159490      -16580       -8624
      159500      -16824       -8746
      159510      -16668       -8718
      159520      -16996       -8838
      159530      -16588       -8754
      159540      -16552       -8736
      159550      -16864       -8880
      159560      -16772       -8806
      159570      -16860       -8830
      159580      -16648       -8782
      159590      -16928       -8894
      159600      -16644       -8836
      159610      -16676       -8886
      159620      -16648       -8826
      159630      -16552       -8728
      159640      -16764       -8790
      159650      -16460       -8654
      159660      -16556       -8662
      159670      -16712       -8738
      159680      -16516       -8664
      159690      -16672       -8708
      159700      -16700       -8746
      159710      -16212       -8544
      159720      -16552       -8600
      159730      -16696       -8656
      159740      -16516       -8640
      159750      -16700       -8744
      159760      -16604       -8716
      159770      -17048       -8896
      159780      -16572       -8718
      159790      -16628       -8752
      159800      -16736       -8788
      159810      -16640       -8668
      159820      -16452       -8566
      159830      -16648       -8662
      159840      -16564       -8628
      159850      -16452       -8618
      159860      -16376       -8548
      159870      -16492       -8532
      159880      -16492       -8548
      159890      -16492       -8526
      159900      -16412       -8498
      159910      -16660       -8616
      159920      -16628       -8550
      159930      -16224       -8452
      159940      -16400       -8480
      159950      -16832       -8670
      159960      -16632       -8604
      159970      -16432       -8566
      159980      -16616       -8630
      159990      -16732       -8684
      160000      -16576       -8628
      160010      -16376       -8544
      160020      -16720       -8686
      160030      -16400       -8542
      160040      -16384       -8504
      160050      -16660       -8678
      160060      -16776       -8788
      160070      -16920       -8806
      160080      -16636       -8752
      160090      -16720       -8816
      160100      -17084       -8910
      160110      -16800       -8824
      160120      -16532       -8744
      160130      -16732       -8766
      160140      -16880       -8886
      160150      -16696       -8804
      160160      -16520       -8674
      160170      -16808       -8782
      160180      -16536       -8772
      160190      -16720       -8800
      160200      -16776       -8810
      160210      -16808       -8766
      160220      -16388       -8602
      160230      -16884       -8804
      160240      -16576       -8700
      160250      -16460       -8728
      160260      -17004       -8950
      160270      -16704       -8820
      160280      -16968       -8892
      160290      -16772       -8788
      160300      -16912       -8832
      160310      -16804       -8838
      160320      -16848       -8890
      160330      -16560       -8760
      160340      -17020       -8960
