         256

 Ar   59.9491653      -211.586746       4.40695715    
 Ar  -86.3503418       234.171051       320.979584    
 Ar  -401.100891       276.283600      -151.282394    
 Ar  -269.386536       29.5010529      -68.4401932    
 Ar   117.816689      -103.535522      -226.255722    
 Ar   190.413376      -265.312256       263.848145    
 Ar   20.9278564       10.7178612      -62.3738403    
 Ar  -338.316742       36.8556442       18.3252373    
 Ar  -165.986206       148.836472      -132.501511    
 Ar  -342.735809      -308.525665       263.906555    
 Ar   221.566177       36.9491119       74.0699539    
 Ar   71.8609619       46.7260094       55.0209503    
 Ar  -11.7576866       147.282928       188.383301    
 Ar  -102.520866       23.5484161      -240.371475    
 Ar  -317.601257       146.573730      -64.2133331    
 Ar  -240.855515       6.88269329      -54.5338364    
 Ar  -252.984238      -59.8930397      -62.1419601    
 Ar  -50.2305222       184.735779      -196.079346    
 Ar   99.3383789       74.3255234      -357.388184    
 Ar   100.958138      -433.322327       25.2471981    
 Ar   126.556961      -166.157654       5.51913166    
 Ar  -198.764008      -219.140686      -214.977692    
 Ar   280.625580       63.5275230       231.488968    
 Ar   295.532318       304.273987       85.2528610    
 Ar  -30.2991772      -114.260986      -256.004150    
 Ar  -136.977814       141.730331       210.254929    
 Ar   246.907425      -87.9956970      -75.6823883    
 Ar   147.819229      -407.510895      -136.457047    
 Ar   221.134598      -375.504181      -176.236511    
 Ar  -65.4211578       221.999695      -121.618996    
 Ar  -13.6932259       211.255341      -34.5646858    
 Ar  -59.6879921       124.836403      -188.710098    
 Ar   197.056732       446.094757      -38.9813042    
 Ar  -79.5167618       166.000183      -79.7900085    
 Ar  -100.606895      -107.635834      -138.736801    
 Ar  -143.834320      -109.837708      -109.945778    
 Ar   137.124054       421.343048       146.161224    
 Ar   186.707886      -71.7105026      -111.553833    
 Ar  -309.167053      -79.5293655      -159.045044    
 Ar   36.4892540       48.7955246       179.168594    
 Ar  -4.47499704       334.991608      -57.3124199    
 Ar  -281.124084       245.544495      -111.307686    
 Ar   191.588715      -133.622437       237.054550    
 Ar   83.3405991      -123.674843       54.3975372    
 Ar   46.3619118      -207.015305       131.295670    
 Ar   39.3836594       150.638809       130.220261    
 Ar  -102.844040      -78.8467102       6.56439114    
 Ar  -58.2721329      -90.8319855      -107.113853    
 Ar  -136.664047       91.2447968      -33.5773659    
 Ar   37.3253136       251.964645      -34.2458611    
 Ar   127.426971       293.315369       324.091156    
 Ar   465.089142       173.215790       79.5065384    
 Ar   93.3487854      -329.890869      -78.5991058    
 Ar  -52.4127960       127.963791      -330.644196    
 Ar   14.5742826      -176.308197       112.244629    
 Ar  -306.371063      -44.7531090      -176.500198    
 Ar   18.0140781       203.274765      -86.0642319    
 Ar  -5.39297533     -0.661177576      -6.89534917E-02
 Ar  -284.066742      -208.778915      -318.681458    
 Ar  -25.5176907       91.3791885      -335.570923    
 Ar  -139.987137      -135.005157      -34.3433075    
 Ar  -124.219643       12.3163157       31.8571606    
 Ar  -62.3131142      -248.656204       48.7598953    
 Ar   185.429642      -167.043228       38.4595299    
 Ar   185.012161      -259.853912       36.0999565    
 Ar   14.1580181       335.102325       244.134003    
 Ar  -58.7931404       259.658966       160.763641    
 Ar   42.7247200      -294.959686      -146.639191    
 Ar  -81.4586868       111.361473       124.378807    
 Ar  -314.089935      -84.8321381      -77.8855515    
 Ar   189.859161       354.316895       109.147087    
 Ar  -75.2504044     -0.840002775       25.9592342    
